question_id,role_id,masco_code,role_title,locale,category,difficulty,question_text,anchor_type,anchor_text,global_anchor_standard,global_anchor_record_id,global_anchor_url,global_anchor_license_id,interview_method_sources,authoring_method,answer_framework,answer_guidance,strong_evidence_signals,watch_out_for,follow_up_question,quality_score_100,review_status,safety_note
M313105-GQ09,M313105,313105,Power Systems Operator,en-MY,situational,intermediate,"A priority changes while you are responsible for: electric current. How would you reassess, communicate, and deliver?",skill,electric current,ESCO 1.2.1,http://data.europa.eu/esco/skill/57869946-cec2-4121-981c-84c9846c58d0,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,assess-act-communicate-review,"Clarify facts, prioritise risk, act within authority, communicate, escalate when needed, and confirm resolution.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",What would cause you to escalate?,88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M313105-GQ10,M313105,313105,Power Systems Operator,en-MY,situational,advanced,"You notice a quality, safety, or compliance risk related to: Control power generating equipment, including boilers, turbines, generators, or reactors, using control boards or semi-automatic equipment.. What would you do first, and why?",task,"Control power generating equipment, including boilers, turbines, generators, or reactors, using control boards or semi-automatic equipment.",O*NET 31.0,51-8013.00|task:12316,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,assess-act-communicate-review,"Clarify facts, prioritise risk, act within authority, communicate, escalate when needed, and confirm resolution.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",How would you document and close the issue?,88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M313105-GQ11,M313105,313105,Power Systems Operator,en-MY,career_growth,foundation,"Which capability would you most need to strengthen to excel as a Power Systems Operator, and how would you develop it?",role_title,Power Systems Operator,MASCO 2020,M313105,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=373,MASCO-RIGHTS-REVIEW,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_MASCO_role_title_and_global_structured_interview_method,capability-gap-plan,"Identify one relevant capability, explain why it matters, and give a specific learning and application plan.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",How would you demonstrate progress?,78,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M313105-GQ12,M313105,313105,Power Systems Operator,en-MY,employer_question,foundation,What would you ask the interviewer to understand how success is measured for the Power Systems Operator role?,role_title,Power Systems Operator,MASCO 2020,M313105,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=373,MASCO-RIGHTS-REVIEW,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_MASCO_role_title_and_global_structured_interview_method,informed-question,"Ask a concise question about expectations, measures of success, support, or near-term priorities.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",How would the answer influence your priorities?,78,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M313107-GQ01,M313107,313107,Solar Cell Technician,en-MY,introduction,foundation,Give me a concise overview of your experience and explain how it prepares you for the Solar Cell Technician role.,role_title,Solar Cell Technician,MASCO 2020,M313107,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=373,MASCO-RIGHTS-REVIEW,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_MASCO_role_title_and_global_structured_interview_method,concise-summary,"State your current professional focus, two relevant strengths, one evidence point, and why those fit this role.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",Which achievement best demonstrates your readiness?,78,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M313107-GQ02,M313107,313107,Solar Cell Technician,en-MY,motivation,foundation,"Why are you interested in the Solar Cell Technician role, and what value would you aim to deliver in the first six months?",role_title,Solar Cell Technician,MASCO 2020,M313107,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=373,MASCO-RIGHTS-REVIEW,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_MASCO_role_title_and_global_structured_interview_method,motivation-fit-evidence,"Connect your motivation to the work, show that you understand the role, and support the fit with evidence.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",What would you need to learn first?,78,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M313107-GQ03,M313107,313107,Solar Cell Technician,en-MY,behavioural,intermediate,"Tell me about a time your work involved this responsibility: alternative energy. What did you do, and what changed as a result?",skill,alternative energy,ESCO 1.2.1,http://data.europa.eu/esco/skill/8f585def-6ade-41b3-b897-3d71fba4151d,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,STAR,"Describe the situation and your responsibility, explain your own actions and decisions, then give the result and learning.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",What evidence shows that your action made a difference?,88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M313107-GQ04,M313107,313107,Solar Cell Technician,en-MY,behavioural,advanced,Describe a difficult decision connected to: check compatibility of materials. How did you evaluate the options and consequences?,skill,check compatibility of materials,ESCO 1.2.1,http://data.europa.eu/esco/skill/3892f2ff-714e-4201-823d-5d6fc5bab621,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,STAR,"Describe the situation and your responsibility, explain your own actions and decisions, then give the result and learning.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",What would you do differently now?,88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M313107-GQ05,M313107,313107,Solar Cell Technician,en-MY,behavioural,intermediate,Give an example of working with other people while responsible for: comply with legal regulations. How did you handle different expectations?,skill,comply with legal regulations,ESCO 1.2.1,http://data.europa.eu/esco/skill/3d3ee5c3-4286-457f-9f76-1704011f7e11,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,STAR,"Describe the situation and your responsibility, explain your own actions and decisions, then give the result and learning.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",How did you confirm alignment?,88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M313107-GQ06,M313107,313107,Solar Cell Technician,en-MY,technical,intermediate,"Walk me through your approach to this area of work: electrical wiring plans. What steps, tools, or standards would you use?",skill,electrical wiring plans,ESCO 1.2.1,http://data.europa.eu/esco/skill/d15e92c4-c8dc-48cd-a1f6-94fe13347f87,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,approach-controls-evidence,"Explain the method step by step, name standards or checks, discuss trade-offs, and show how you validate the result.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",How would you validate the result?,88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M313107-GQ07,M313107,313107,Solar Cell Technician,en-MY,technical,advanced,What controls and quality checks would you apply when handling: electricity? Explain the main trade-offs.,skill,electricity,ESCO 1.2.1,http://data.europa.eu/esco/skill/c8ac1986-38fa-43b2-89dc-50a4beeb420e,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,approach-controls-evidence,"Explain the method step by step, name standards or checks, discuss trade-offs, and show how you validate the result.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",Which failure mode would concern you most?,88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M313107-GQ08,M313107,313107,Solar Cell Technician,en-MY,technical,advanced,How would you measure performance and improve the way this work is done: follow health and safety procedures in construction?,skill,follow health and safety procedures in construction,ESCO 1.2.1,http://data.europa.eu/esco/skill/86df7af2-f9f3-4c06-a500-7f1fba9e78fe,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,approach-controls-evidence,"Explain the method step by step, name standards or checks, discuss trade-offs, and show how you validate the result.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.","What data would you trust, and what are its limitations?",88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M313107-GQ09,M313107,313107,Solar Cell Technician,en-MY,situational,intermediate,"A priority changes while you are responsible for: Solar Cell Technician. How would you reassess, communicate, and deliver?",role_title,Solar Cell Technician,MASCO 2020,M313107,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf,MASCO-RIGHTS-REVIEW,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_MASCO_role_title_and_global_structured_interview_method,assess-act-communicate-review,"Clarify facts, prioritise risk, act within authority, communicate, escalate when needed, and confirm resolution.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",What would cause you to escalate?,78,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M313107-GQ10,M313107,313107,Solar Cell Technician,en-MY,situational,advanced,"You notice a quality, safety, or compliance risk related to: Solar Cell Technician. What would you do first, and why?",role_title,Solar Cell Technician,MASCO 2020,M313107,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf,MASCO-RIGHTS-REVIEW,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_MASCO_role_title_and_global_structured_interview_method,assess-act-communicate-review,"Clarify facts, prioritise risk, act within authority, communicate, escalate when needed, and confirm resolution.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",How would you document and close the issue?,78,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M313107-GQ11,M313107,313107,Solar Cell Technician,en-MY,career_growth,foundation,"Which capability would you most need to strengthen to excel as a Solar Cell Technician, and how would you develop it?",role_title,Solar Cell Technician,MASCO 2020,M313107,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=373,MASCO-RIGHTS-REVIEW,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_MASCO_role_title_and_global_structured_interview_method,capability-gap-plan,"Identify one relevant capability, explain why it matters, and give a specific learning and application plan.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",How would you demonstrate progress?,78,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M313107-GQ12,M313107,313107,Solar Cell Technician,en-MY,employer_question,foundation,What would you ask the interviewer to understand how success is measured for the Solar Cell Technician role?,role_title,Solar Cell Technician,MASCO 2020,M313107,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=373,MASCO-RIGHTS-REVIEW,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_MASCO_role_title_and_global_structured_interview_method,informed-question,"Ask a concise question about expectations, measures of success, support, or near-term priorities.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",How would the answer influence your priorities?,78,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M313201-GQ01,M313201,313201,Stationary Engine Operator,en-MY,introduction,foundation,Give me a concise overview of your experience and explain how it prepares you for the Stationary Engine Operator role.,role_title,Stationary Engine Operator,MASCO 2020,M313201,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=374,MASCO-RIGHTS-REVIEW,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_MASCO_role_title_and_global_structured_interview_method,concise-summary,"State your current professional focus, two relevant strengths, one evidence point, and why those fit this role.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",Which achievement best demonstrates your readiness?,78,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M313201-GQ02,M313201,313201,Stationary Engine Operator,en-MY,motivation,foundation,"Why are you interested in the Stationary Engine Operator role, and what value would you aim to deliver in the first six months?",role_title,Stationary Engine Operator,MASCO 2020,M313201,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=374,MASCO-RIGHTS-REVIEW,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_MASCO_role_title_and_global_structured_interview_method,motivation-fit-evidence,"Connect your motivation to the work, show that you understand the role, and support the fit with evidence.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",What would you need to learn first?,78,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M313201-GQ03,M313201,313201,Stationary Engine Operator,en-MY,behavioural,intermediate,"Tell me about a time your work involved this responsibility: automation technology. What did you do, and what changed as a result?",skill,automation technology,ESCO 1.2.1,http://data.europa.eu/esco/skill/f4a6e9f7-5cff-46c0-894c-59c20bb78694,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,STAR,"Describe the situation and your responsibility, explain your own actions and decisions, then give the result and learning.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",What evidence shows that your action made a difference?,88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M313201-GQ04,M313201,313201,Stationary Engine Operator,en-MY,behavioural,advanced,"Describe a difficult decision connected to: Performs routine maintenance and repairs on engines, boilers and mechanical systems. How did you evaluate the options and consequences?",task,"Performs routine maintenance and repairs on engines, boilers and mechanical systems",OSCA 2024 Version 1.0,732931|task:1,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,STAR,"Describe the situation and your responsibility, explain your own actions and decisions, then give the result and learning.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",What would you do differently now?,88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M313201-GQ05,M313201,313201,Stationary Engine Operator,en-MY,behavioural,intermediate,Give an example of working with other people while responsible for: conduct routine machinery checks. How did you handle different expectations?,skill,conduct routine machinery checks,ESCO 1.2.1,http://data.europa.eu/esco/skill/65a3a184-7d11-4db9-9b85-281961d1514b,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,STAR,"Describe the situation and your responsibility, explain your own actions and decisions, then give the result and learning.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",How did you confirm alignment?,88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M313201-GQ06,M313201,313201,Stationary Engine Operator,en-MY,technical,intermediate,"Walk me through your approach to this area of work: Monitors and adjusts controls to maintain optimal operating conditions. What steps, tools, or standards would you use?",task,Monitors and adjusts controls to maintain optimal operating conditions,OSCA 2024 Version 1.0,732931|task:2,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,approach-controls-evidence,"Explain the method step by step, name standards or checks, discuss trade-offs, and show how you validate the result.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",How would you validate the result?,88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M313201-GQ07,M313201,313201,Stationary Engine Operator,en-MY,technical,advanced,What controls and quality checks would you apply when handling: electric current? Explain the main trade-offs.,skill,electric current,ESCO 1.2.1,http://data.europa.eu/esco/skill/57869946-cec2-4121-981c-84c9846c58d0,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,approach-controls-evidence,"Explain the method step by step, name standards or checks, discuss trade-offs, and show how you validate the result.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",Which failure mode would concern you most?,88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M313201-GQ08,M313201,313201,Stationary Engine Operator,en-MY,technical,advanced,How would you measure performance and improve the way this work is done: Records and reports on the performance and maintenance of equipment?,task,Records and reports on the performance and maintenance of equipment,OSCA 2024 Version 1.0,732931|task:3,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,approach-controls-evidence,"Explain the method step by step, name standards or checks, discuss trade-offs, and show how you validate the result.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.","What data would you trust, and what are its limitations?",88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M313201-GQ09,M313201,313201,Stationary Engine Operator,en-MY,situational,intermediate,"A priority changes while you are responsible for: electric generators. How would you reassess, communicate, and deliver?",skill,electric generators,ESCO 1.2.1,http://data.europa.eu/esco/skill/c8c18b8d-a813-49f8-a702-689564dcf8b2,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,assess-act-communicate-review,"Clarify facts, prioritise risk, act within authority, communicate, escalate when needed, and confirm resolution.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",What would cause you to escalate?,88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M313201-GQ10,M313201,313201,Stationary Engine Operator,en-MY,situational,advanced,"You notice a quality, safety, or compliance risk related to: Inspects and tests safety devices and equipment to ensure compliance with regulations and standards. What would you do first, and why?",task,Inspects and tests safety devices and equipment to ensure compliance with regulations and standards,OSCA 2024 Version 1.0,732931|task:4,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,assess-act-communicate-review,"Clarify facts, prioritise risk, act within authority, communicate, escalate when needed, and confirm resolution.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",How would you document and close the issue?,88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M313201-GQ11,M313201,313201,Stationary Engine Operator,en-MY,career_growth,foundation,"Which capability would you most need to strengthen to excel as a Stationary Engine Operator, and how would you develop it?",role_title,Stationary Engine Operator,MASCO 2020,M313201,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=374,MASCO-RIGHTS-REVIEW,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_MASCO_role_title_and_global_structured_interview_method,capability-gap-plan,"Identify one relevant capability, explain why it matters, and give a specific learning and application plan.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",How would you demonstrate progress?,78,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M313201-GQ12,M313201,313201,Stationary Engine Operator,en-MY,employer_question,foundation,What would you ask the interviewer to understand how success is measured for the Stationary Engine Operator role?,role_title,Stationary Engine Operator,MASCO 2020,M313201,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=374,MASCO-RIGHTS-REVIEW,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_MASCO_role_title_and_global_structured_interview_method,informed-question,"Ask a concise question about expectations, measures of success, support, or near-term priorities.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",How would the answer influence your priorities?,78,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M313301-GQ01,M313301,313301,Chemical Processing Plant Controller / Supervisor,en-MY,introduction,foundation,Give me a concise overview of your experience and explain how it prepares you for the Chemical Processing Plant Controller / Supervisor role.,role_title,Chemical Processing Plant Controller / Supervisor,MASCO 2020,M313301,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=374,MASCO-RIGHTS-REVIEW,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_MASCO_role_title_and_global_structured_interview_method,concise-summary,"State your current professional focus, two relevant strengths, one evidence point, and why those fit this role.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",Which achievement best demonstrates your readiness?,78,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M313301-GQ02,M313301,313301,Chemical Processing Plant Controller / Supervisor,en-MY,motivation,foundation,"Why are you interested in the Chemical Processing Plant Controller / Supervisor role, and what value would you aim to deliver in the first six months?",role_title,Chemical Processing Plant Controller / Supervisor,MASCO 2020,M313301,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=374,MASCO-RIGHTS-REVIEW,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_MASCO_role_title_and_global_structured_interview_method,motivation-fit-evidence,"Connect your motivation to the work, show that you understand the role, and support the fit with evidence.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",What would you need to learn first?,78,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M313301-GQ03,M313301,313301,Chemical Processing Plant Controller / Supervisor,en-MY,behavioural,intermediate,"Tell me about a time your work involved this responsibility: adhere to Standard Operating Procedures. What did you do, and what changed as a result?",skill,adhere to Standard Operating Procedures,ESCO 1.2.1,http://data.europa.eu/esco/skill/6d7e3b0c-3995-4953-816d-cf3c5e9ffe34,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,STAR,"Describe the situation and your responsibility, explain your own actions and decisions, then give the result and learning.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",What evidence shows that your action made a difference?,88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M313301-GQ04,M313301,313301,Chemical Processing Plant Controller / Supervisor,en-MY,behavioural,advanced,Describe a difficult decision connected to: basic chemicals. How did you evaluate the options and consequences?,skill,basic chemicals,ESCO 1.2.1,http://data.europa.eu/esco/skill/fb8464e3-949e-4cc0-b50b-be7cf9c3e250,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,STAR,"Describe the situation and your responsibility, explain your own actions and decisions, then give the result and learning.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",What would you do differently now?,88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M313301-GQ05,M313301,313301,Chemical Processing Plant Controller / Supervisor,en-MY,behavioural,intermediate,Give an example of working with other people while responsible for: chemical processes. How did you handle different expectations?,skill,chemical processes,ESCO 1.2.1,http://data.europa.eu/esco/skill/74aa00bc-db99-4984-8817-7df2ca954ea1,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,STAR,"Describe the situation and your responsibility, explain your own actions and decisions, then give the result and learning.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",How did you confirm alignment?,88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M313301-GQ06,M313301,313301,Chemical Processing Plant Controller / Supervisor,en-MY,technical,intermediate,"Walk me through your approach to this area of work: cope with manufacturing deadlines pressure. What steps, tools, or standards would you use?",skill,cope with manufacturing deadlines pressure,ESCO 1.2.1,http://data.europa.eu/esco/skill/1677a5fe-a0f9-4a3f-862d-91c0a2ff1983,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,approach-controls-evidence,"Explain the method step by step, name standards or checks, discuss trade-offs, and show how you validate the result.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",How would you validate the result?,88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
