match_id,role_id,masco_code,masco_title,global_source_standard,global_source_code,global_source_title,mapping_method,title_similarity_0_100,mapping_confidence,source_record_id,source_url,license_id,source_description,review_status
M314405-M02,M314405,314405,Aquaculture Technician,OSCA 2024 Version 1.0,311133,Aquaculture or Fisheries Technician,title_similarity,80,medium,311133,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS,"Assists Aquaculture Farmers and Fisheries Scientists in raising and managing aquatic stock by undertaking onshore and offshore technical fish husbandry tasks, sampling water, analysing data from ponds, pens and tanks, and identifying common diseases and pests. Performs tests and experiments, and provides technical support in areas such as research, production, servicing and marketing",human_mapping_review_required
M314407-M01,M314407,314407,Assistant Fisheries Officer Grade G5,ESCO 1.2.1,2132.4,fisheries adviser,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/3b018148-8e92-4177-9267-5f090386f6a3,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,Fisheries advisers provide consultancy on fish stocks and their habitats. They manage the costal fishing business modernisation and provide improvement solutions. Fisheries advisers develop plans and policies for fisheries management. They may provide advice on protected farms and wild fish stock.,crosswalk_reviewed_in_source_project
M314407-M02,M314407,314407,Assistant Fisheries Officer Grade G5,OSCA 2024 Version 1.0,311135,Fisheries Officer,title_similarity,82,high,311135,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS,"Inspects fishing vessels, gear, licences and catches to ensure that fisheries laws and regulations are obeyed",human_mapping_review_required
M315101-M01,M315101,315101,Air Traffic Safety Technician,ESCO 1.2.1,3155.1,air traffic safety technician,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/0022f466-426c-41a4-ac96-a235c945cf97,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Air traffic safety technicians provide technical support regarding the safety of air traffic control and navigation systems. They design, maintain, install and operate these systems both in the airport and on board the aeroplane according to regulations.",crosswalk_reviewed_in_source_project
M315101-M02,M315101,315101,Air Traffic Safety Technician,O*NET 31.0,53-6041.00,Traffic Technicians,title_similarity,67,medium,53-6041.00,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET,"Conduct field studies to determine traffic volume, speed, effectiveness of signals, adequacy of lighting, and other factors influencing traffic conditions, under direction of traffic engineer.",human_mapping_review_required
M315102-M01,M315102,315102,Aviation Maintenance Technician,ESCO 1.2.1,7232.5,aircraft maintenance technician,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/91373a70-79b6-47a2-aa50-07dfe20dd258,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Aircraft maintenance technicians perform preventive maintenance to aircrafts, aircraft components, engines and assemblies, such as airframes and hydraulic and pneumatic systems. They perform inspections following strict protocols and aviation laws.",crosswalk_reviewed_in_source_project
M315103-M01,M315103,315103,Aircraft Restorer,ESCO 1.2.1,7232.5,aircraft maintenance technician,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/91373a70-79b6-47a2-aa50-07dfe20dd258,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Aircraft maintenance technicians perform preventive maintenance to aircrafts, aircraft components, engines and assemblies, such as airframes and hydraulic and pneumatic systems. They perform inspections following strict protocols and aviation laws.",crosswalk_reviewed_in_source_project
M315104-M01,M315104,315104,Airframe and Power Plant Technician,ESCO 1.2.1,7232.5,aircraft maintenance technician,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/91373a70-79b6-47a2-aa50-07dfe20dd258,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Aircraft maintenance technicians perform preventive maintenance to aircrafts, aircraft components, engines and assemblies, such as airframes and hydraulic and pneumatic systems. They perform inspections following strict protocols and aviation laws.",crosswalk_reviewed_in_source_project
M315105-M01,M315105,315105,Rocket Engine Component Technician,ESCO 1.2.1,3115.1.1,aerospace engineering technician,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/05a55bb3-68d6-4ff0-83fd-46a68a45a598,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Aerospace engineering technicians work with aerospace engineers to operate, maintain and test equipment used on aircraft and spacecraft. They review blueprints and instructions to determine test specifications and procedures. They use software to make sure that parts of a spacecraft or aircraft are functioning properly. They record test procedures and results, and make recommendations for changes.",crosswalk_reviewed_in_source_project
M315107-M01,M315107,315107,"Aircraft Examiner Grade A5, A6",ESCO 1.2.1,3154.2,aviation inspector,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/b0473a10-e3de-480c-a841-171f2356a074,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Aviation inspectors perform inspections of the procedures followed in the matters of maintenance, air navigational aids, air traffic controls, and communications equipment. They check compliance with ICAO, EU, national and environmental regulations.",crosswalk_reviewed_in_source_project
M315108-M01,M315108,315108,Assistant Air Traffic Control Officer Grade A5,ESCO 1.2.1,3154.1,air traffic controller,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/3c2da05f-eb24-41f7-8307-46c96660fee0,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Air traffic controllers assist pilots by providing information concerning the height, speed and course. They assist pilots in order to facilitate a safe take off and landing of aircrafts. They are responsible for maintaining a secure and orderly movement of aircraft along major air routes up in the sky and around airports. They control air traffic in and within vicinity of airports according to established procedures and policies to prevent collisions and to minimise delays arising from traffic congestion.",crosswalk_reviewed_in_source_project
M315201-M01,M315201,315201,Berthing Master,ESCO 1.2.1,4323.11,port coordinator,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/fa404a79-4091-47f9-a635-c2e3c576ece8,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Port coordinators manage operations of traffic division for port authorities. They enforce rules and regulations, such as the berthing of ships, handling and storing of cargo, and the use of port facilities. They direct policing and cleaning activities of the harbour department land, streets, buildings, and water areas. Port coordinators also ensure that activities concerning revenue are documented and submitted to the accounting division. They advise port authorities on rates and revisions of port tariff, and solicit steamship companies to use port facilities. They direct activities concerned with compiling daily and annual ship and cargo statistics.",crosswalk_reviewed_in_source_project
M315202-M01,M315202,315202,Ship Technician,ESCO 1.2.1,3115.1.7,marine engineering technician,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/04849c5c-9236-4a75-aabb-11c6d03e459c,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Marine engineering technicians carry out technical functions to help marine engineers with the design, development, manufacturing and testing processes, installation and maintenance of all types of boats from pleasure crafts to naval vessels, including submarines. They also conduct experiments, collect and analyse data and report their findings.",crosswalk_reviewed_in_source_project
M315203-M01,M315203,315203,Marine Assistant Grade A1,ESCO 1.2.1,3343.1,administrative assistant,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/044d78cc-f62f-4532-83a5-8e04f2889652,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Administrative assistants provide administrative and office support for supervisors. They perform a variety of tasks, such as answering telephone calls, receiving and directing visitors, ordering office supplies, maintaining the office facilities running smoothly, and ensuring that equipment and appliances work properly.",crosswalk_reviewed_in_source_project
M315204-M01,M315204,315204,Assistant Marine Officer Grade A5,ESCO 1.2.1,3115.1.9,marine surveyor,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/384ed128-e86e-4dd8-96ff-b6e6657cb027,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,Marine surveyors inspect vessels intended for operations in maritime or open sea waters. They ensure that vessels and equipment follow the regulations laid down by the International Maritime Organisation (IMO). They may also act as third parties for the review of offshore facilities and construction projects.,crosswalk_reviewed_in_source_project
M315301-M01,M315301,315301,Train Technician,ESCO 1.2.1,3115.1.18,rolling stock engineering technician,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/0f2c04f1-9001-4a77-884f-1ea16949f6f6,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Rolling stock engineering technicians carry out technical functions to help rolling stock engineers with the design, development, manufacturing and testing processes, installation and maintenance of rail vehicles such as wagons, multiple units, carriages and locomotives. They also conduct experiments, collect and analyse data and report their findings.",crosswalk_reviewed_in_source_project
M315302-M01,M315302,315302,Track Network Technician,ESCO 1.2.1,3112.1.10,rail maintenance technician,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/755c5c5f-2ee3-4487-94db-30ec2ba2e883,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Rail maintenance technicians execute routine inspections of railway tracks, powerlines, signage stations, switches, and other railway infrastructure. They are also sent out to repair defects quickly, safely, and at any time of the day or night.",crosswalk_reviewed_in_source_project
M315302-M02,M315302,315302,Track Network Technician,OSCA 2024 Version 1.0,399934,Gas Network Technician,title_similarity,67,medium,399934,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS,"Installs, inspects, maintains and responds to incidents involving gas transmission pipelines, gas distribution networks, gas storage vessels, and associated facilities and equipment",human_mapping_review_required
M315303-M01,M315303,315303,Signalling and Communication Technician,ESCO 1.2.1,7421.6,railway electronic technician,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/75c5bab4-2546-4ba3-996d-42a9a1bab55d,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Railway electronic technicians are responsible for installing, inspecting, testing, and maintaining train control systems, radio, radar, electronic and electromagnetic components.",crosswalk_reviewed_in_source_project
M315401-M01,M315401,315401,Motor Vehicle Technician,ESCO 1.2.1,7231.10,vehicle technician,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/4ad4024e-d1d3-4dea-b6d1-2c7948111dce,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Vehicle technicians inspect, test and maintain vehicles, motorcycles, engine tune-ups and tyre replacements. They repair engine failures, lube replacements. Vehicle technicians replace vehicle components and evaluate warranty options.",crosswalk_reviewed_in_source_project
M315401-M02,M315401,315401,Motor Vehicle Technician,OSCA 2024 Version 1.0,351434,Electric Vehicle Technician,title_similarity,67,medium,351434,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS,"Maintains, tests and repairs electric and hybrid vehicles systems and components, including energy storage systems, traction motors and safety interlocks",human_mapping_review_required
M315901-M01,M315901,315901,Transport/Logistics Supervisor,ESCO 1.2.1,1324.3,logistics and distribution manager,MASCO_crosswalk,100,medium,http://data.europa.eu/esco/occupation/823db06f-25e1-4658-b063-d6ef956b41f5,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Logistics and distribution managers take decisions on logistic services, operations and provisions. They take internal and external variables into consideration for effective and successful organisational logistic services. They give appropriate support to all the activities of the supply chain from the beginning to the end. These professionals organise the storage and distribution of goods and ensure that the right products are delivered to the right location on time and at a good cost.",crosswalk_reviewed_in_source_project
M315902-M01,M315902,315902,Green Technology Infrastructure Assistant Facilitator,ESCO 1.2.1,2133.15,environmental technician,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/e8461d2e-3d75-477c-93a2-ea8d342bb55b,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Environmental technicians investigate sources of pollution and aid in the development of pollution prevention and environment protection plans. They take samples of soil, water or other materials and perform tests to analyse the pollution level and identify its source.",crosswalk_reviewed_in_source_project
M316101-M01,M316101,316101,Nuclear Technician,ESCO 1.2.1,3111.10,nuclear technician,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/774ad663-2124-4ac2-a287-5fb2e478906e,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Nuclear technicians function as aids to physicists and engineers in nuclear laboratories and power plants. They monitor the procedures to ensure safety and quality control, and maintain equipment. They also handle and control radioactive equipment and measure radiation levels to ensure safety.",crosswalk_reviewed_in_source_project
M316101-M02,M316101,316101,Nuclear Technician,O*NET 31.0,19-4051.00,Nuclear Technicians,title_similarity,100,high,19-4051.00,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET,"Assist nuclear physicists, nuclear engineers, or other scientists in laboratory, power generation, or electricity production activities. May operate, maintain, or provide quality control for nuclear testing and research equipment. May monitor radiation.",human_mapping_review_required
M321101-M01,M321101,321101,Radiographer,ESCO 1.2.1,2269.8,radiographer,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/7639a601-6db0-41ed-9fb0-813d9b8beb05,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Radiographers use a range of technologies to examine, treat and care for patients. They work in the fields of Medical Imaging, Radiotherapy and Nuclear Medicine and apply ionising radiation, ultrasound, magnetic resonance imaging and radioactive sources.",crosswalk_reviewed_in_source_project
M321101-M02,M321101,321101,Radiographer,OSCA 2024 Version 1.0,263133,Radiographer,title_similarity,100,high,263133,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS,Operates X-ray and other medical imaging equipment to produce images for medical diagnostic purposes,human_mapping_review_required
M321102-M01,M321102,321102,Radiographer Grade U5,ESCO 1.2.1,2269.8,radiographer,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/7639a601-6db0-41ed-9fb0-813d9b8beb05,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Radiographers use a range of technologies to examine, treat and care for patients. They work in the fields of Medical Imaging, Radiotherapy and Nuclear Medicine and apply ionising radiation, ultrasound, magnetic resonance imaging and radioactive sources.",crosswalk_reviewed_in_source_project
M321201-M01,M321201,321201,Ecology Technician,ESCO 1.2.1,2133.15,environmental technician,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/e8461d2e-3d75-477c-93a2-ea8d342bb55b,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Environmental technicians investigate sources of pollution and aid in the development of pollution prevention and environment protection plans. They take samples of soil, water or other materials and perform tests to analyse the pollution level and identify its source.",crosswalk_reviewed_in_source_project
M321202-M01,M321202,321202,Histology Technician,ESCO 1.2.1,2269.12,anatomical pathology technician,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/4a5b3686-eea4-4ba0-b446-33f7b6a95aed,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Anatomical pathology technicians assist specialised doctors in pathology in conducting post-mortem examinations, keeping records of the samples, specimens, organs and the respective findings and taking care of their appropriate disposal under supervision, following the orders of the doctor of medicine.",crosswalk_reviewed_in_source_project
M321202-M02,M321202,321202,Histology Technician,O*NET 31.0,29-2012.01,Histology Technicians,title_similarity,100,high,29-2012.01,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET,Prepare histological slides from tissue sections for microscopic examination and diagnosis by pathologists. May assist with research studies.,human_mapping_review_required
M321203-M01,M321203,321203,Cytology Technician,ESCO 1.2.1,2269.13.1,cytotechnologist,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/d117ef65-b253-4f04-bc85-353ef853443a,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Cytotechnologists examines under a miscrocope samples of human cells obtained from various body parts such as the female reproductive tract, the lung or gastrointestinal tract, assist in identifying cell abnormality and disease such as cancer or infectious agents under supervision, following the orders of the doctor of medicine. The abnormal cells are being transferred to the pathologist for medical diagnosis. They may also work under the supervision of a biomedical scientist. They do not treat patients or assist in medical treatments.",crosswalk_reviewed_in_source_project
M321204-M01,M321204,321204,Physiology Technician,ESCO 1.2.1,2269.13,biomedical scientist,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/2e8820ba-5b2d-4572-92a1-942dbd02a6d6,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Biomedical scientists perform all laboratory methods required as part of medical examination, monitoring, treatment, and research activities which involves designing, planning, organizing, applying, evaluating, interpreting and validating all analytical processes. They develop their activity in several fields of expertise such as haematology, microbiology, clinical immunology, cytopathology, histopathology, immunohistochemistry, and clinical biochemistry among others. This requires the application of qualitative and quantitative laboratory methods, including image analysis and digital pathology, to provide an investigative report and diagnostic opinion on products of a biological nature.",crosswalk_reviewed_in_source_project
M321205-M01,M321205,321205,Parasitological Assistant,ESCO 1.2.1,3212.2,medical laboratory assistant,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Medical laboratory assistants work under supervision of the biomedical scientist and carry out basic laboratory procedures. They work in the pre-analytical handling of samples such as checking the details of specimens received for analysis, maintaining analysers, loading reagents, and packaging specimens. They also perform clerical tasks such as monitoring the stock levels of reagents used in analysis.",crosswalk_reviewed_in_source_project
M321206-M01,M321206,321206,Medical Laboratory Technician,ESCO 1.2.1,2269.13,biomedical scientist,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/2e8820ba-5b2d-4572-92a1-942dbd02a6d6,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Biomedical scientists perform all laboratory methods required as part of medical examination, monitoring, treatment, and research activities which involves designing, planning, organizing, applying, evaluating, interpreting and validating all analytical processes. They develop their activity in several fields of expertise such as haematology, microbiology, clinical immunology, cytopathology, histopathology, immunohistochemistry, and clinical biochemistry among others. This requires the application of qualitative and quantitative laboratory methods, including image analysis and digital pathology, to provide an investigative report and diagnostic opinion on products of a biological nature.",crosswalk_reviewed_in_source_project
M321206-M03,M321206,321206,Medical Laboratory Technician,NOC 2021 Version 1.0,32120,Medical laboratory technologists,title_similarity,67,medium,32120,https://www.statcan.gc.ca/en/subjects/standard/noc/2021/indexV1,STATCAN-OPEN-LICENCE,"This group performs some or all of the following duties:; Set up, operate and maintain laboratory equipment; Conduct and interpret chemical analyses of blood, urine, and cerebrospinal and other body fluids",human_mapping_review_required
M321206-M02,M321206,321206,Medical Laboratory Technician,O*NET 31.0,29-2012.00,Medical and Clinical Laboratory Technicians,title_similarity,86,high,29-2012.00,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET,"Perform routine medical laboratory tests for the diagnosis, treatment, and prevention of disease. May work under the supervision of a medical technologist.",human_mapping_review_required
M321206-M04,M321206,321206,Medical Laboratory Technician,OSCA 2024 Version 1.0,311233,Medical Laboratory Technician,title_similarity,100,high,311233,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS,"Performs routine medical laboratory tests, and operates diagnostic laboratory equipment under the supervision of Medical Laboratory Scientists and Pathologists",human_mapping_review_required
M321207-M01,M321207,321207,Surgical Technician,ESCO 1.2.1,3259.1,anaesthetic technician,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/16e65196-3449-4c88-b379-0aa98f43db2b,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Anaesthetic technicians assist specialised doctors in anaesthetics. They prepare operating theatres and other specialised clinics for anaesthetic procedures, prepare the equipment needed for anaesthesia, and assist with inducing and maintaining adequate anaesthesia and post-anaesthesia procedures. They do so under supervision, following the orders of the doctor of medicine.",crosswalk_reviewed_in_source_project
M321301-M01,M321301,321301,Pharmaceutical Assistant,ESCO 1.2.1,3213.1,pharmacy assistant,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/c1a86d6d-7785-43e1-994b-958eba58fff7,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Pharmacy assistants perform general duties, such as stock management, serving at the cash desk, or performing administrative duties. They deal with the inventory within the pharmacy under the supervision of a pharmacist.",crosswalk_reviewed_in_source_project
M321302-M01,M321302,321302,Pharmacy Aide,ESCO 1.2.1,3213.1,pharmacy assistant,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/c1a86d6d-7785-43e1-994b-958eba58fff7,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Pharmacy assistants perform general duties, such as stock management, serving at the cash desk, or performing administrative duties. They deal with the inventory within the pharmacy under the supervision of a pharmacist.",crosswalk_reviewed_in_source_project
M321302-M02,M321302,321302,Pharmacy Aide,O*NET 31.0,31-9095.00,Pharmacy Aides,title_similarity,100,high,31-9095.00,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET,"Record drugs delivered to the pharmacy, store incoming merchandise, and inform the supervisor of stock needs. May operate cash register and accept prescriptions for filling.",human_mapping_review_required
M321303-M01,M321303,321303,Assistant Pharmacy Officer Grade U5,ESCO 1.2.1,3213.1,pharmacy assistant,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/c1a86d6d-7785-43e1-994b-958eba58fff7,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Pharmacy assistants perform general duties, such as stock management, serving at the cash desk, or performing administrative duties. They deal with the inventory within the pharmacy under the supervision of a pharmacist.",crosswalk_reviewed_in_source_project
M321401-M01,M321401,321401,Dental Technician,ESCO 1.2.1,2261.4,dental technician,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/76bded28-876a-40b2-9efb-3123c8f14cf6,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Dental technicians manufacture dental custom-made devices like bridges, crowns, dentures and appliances under the supervision of dental practitioners following their directions and specifications.",crosswalk_reviewed_in_source_project
M321401-M03,M321401,321401,Dental Technician,NOC 2021 Version 1.0,32112,Dental technologists and technicians,title_similarity,80,medium,32112,https://www.statcan.gc.ca/en/subjects/standard/noc/2021/indexV1,STATCAN-OPEN-LICENCE,"This group performs some or all of the following duties:; Design, fabricate, modify or repair dental devices including full or partial dentures, orthodontic appliances, crowns, bridges, inlays, onlays, clasps and bands, and implants; Ensure proper handling and control of hazardous materials, and adhere to laboratory infection control procedures as required",human_mapping_review_required
M321401-M02,M321401,321401,Dental Technician,O*NET 31.0,51-9081.00,Dental Laboratory Technicians,title_similarity,80,medium,51-9081.00,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET,Construct and repair full or partial dentures or dental appliances.,human_mapping_review_required
M321401-M04,M321401,321401,Dental Technician,OSCA 2024 Version 1.0,311232,Dental Technician,title_similarity,100,high,311232,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS,Constructs and repairs dentures and other dental appliances,human_mapping_review_required
M321402-M01,M321402,321402,Orthotist,ESCO 1.2.1,3214.3,prosthetist-orthotist,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/929b5c9d-2fbf-44f2-980d-2ac6c0dc212f,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Prosthetist-orthotists design and custom fit prostheses and orthoses for individuals who are missing a limb from accident, disease or congenital conditions or for individuals who have impairments, deficiences or weaknesses due to injury, pathology or congenital malformation. They mix patient care with the design and fabrication of these devices to address their patients' needs.",crosswalk_reviewed_in_source_project
M321501-M01,M321501,321501,Prosthetic Technician,ESCO 1.2.1,2269.15,prosthetic-orthotics technician,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/500b7b14-507c-4c49-816d-c1d0b05b85e4,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Prosthetic-orthotics technicians design, create, fit and repair supportive devices, such as braces, joints, arch supports, and other surgical and medical appliances.",crosswalk_reviewed_in_source_project
M321502-M01,M321502,321502,Medical Technician Grade U1,ESCO 1.2.1,3114.1.5,medical device engineering technician,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/30641348-f9f2-4fe5-ab8c-fe6ff9931a54,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Medical device engineering technicians collaborate with medical device engineers in the design, development and production of medical-technical systems, installations, and equipment such as pacemakers, MRI machines, and X-ray devices. They build, install, inspect, modify, repair, calibrate, and maintain medical-technical equipment and support systems. Medical device engineering technicians are responsible for the operational readiness, safe use, economic operation and the appropriate procurement of medical equipment and facilities in hospitals.",crosswalk_reviewed_in_source_project
M322101-M01,M322101,322101,Practical Nurse,ESCO 1.2.1,2221.2,nurse responsible for general care,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/8d3e8aaa-791b-4c75-a465-f3f827028f50,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Nurses responsible for general care are in charge of promoting and restoring patients` health by providing physical and psychological support to patients, friends, and families. They also supervise assigned team members.",crosswalk_reviewed_in_source_project
M322101-M03,M322101,322101,Practical Nurse,NOC 2021 Version 1.0,32101,Licensed practical nurses,title_similarity,82,high,32101,https://www.statcan.gc.ca/en/subjects/standard/noc/2021/indexV1,STATCAN-OPEN-LICENCE,"This group performs some or all of the following duties:; Licensed practical nurses; Provide nursing services, within defined scope of practice, to patients based on patient assessment and care planning procedures",human_mapping_review_required
M322101-M02,M322101,322101,Practical Nurse,O*NET 31.0,29-2061.00,Licensed Practical and Licensed Vocational Nurses,title_similarity,67,medium,29-2061.00,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET,"Care for ill, injured, or convalescing patients or persons with disabilities in hospitals, nursing homes, clinics, private homes, group homes, and similar institutions. May work under the supervision of a registered nurse. Licensing required.",human_mapping_review_required
M322102-M01,M322102,322102,Nurse Grade U5,ESCO 1.2.1,2221.2,nurse responsible for general care,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/8d3e8aaa-791b-4c75-a465-f3f827028f50,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Nurses responsible for general care are in charge of promoting and restoring patients` health by providing physical and psychological support to patients, friends, and families. They also supervise assigned team members.",crosswalk_reviewed_in_source_project
M323101-M01,M323101,323101,Traditional and Complementary Medicine Associate Professional,ESCO 1.2.1,2230.2,complementary therapist,MASCO_crosswalk,100,not_established,http://data.europa.eu/esco/occupation/c2a29b8d-1042-4766-a162-e174c7a77421,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Complementary therapists use a range of complementary and alternative therapies to work simultaneously with the clients` body, mind, and spirit in a holistic approach. They offer practices and services for holistic wellbeing, health maintenance, health education, health promotion and prevention of illness, along with the sustainable treatment of certain illnesses, especially chronic illnesses. Their practices include but are not limited to acupuncture, aromatherapy, banotherapy, homeopathy, and herbal medicine.",crosswalk_reviewed_in_source_project
M324101-M01,M324101,324101,Veterinary Biotech Research Technician,ESCO 1.2.1,3141.1,biotechnical technician,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/0da75680-fbf9-44d8-802a-ac12eb425a34,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Biotechnical technicians perform technological work in assistance of scientists. They work in laboratory settings where they help scientists to research, develop and test forms of biotechnology. They set up lab equipment, prepare scientific tests and gather scientific data.",crosswalk_reviewed_in_source_project
M324102-M01,M324102,324102,Veterinary Artificial Inseminator,ESCO 1.2.1,3240.2.1,animal artificial insemination technician,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/15cc27b1-7358-48ed-9fb8-69ffe9f1fc98,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Animal artificial insemination technicians are in charge of the impregnation of an animal using collected semen, in accordance with national legislation.",crosswalk_reviewed_in_source_project
M324103-M01,M324103,324103,Veterinary Biotech Production Technician,ESCO 1.2.1,3141.1,biotechnical technician,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/0da75680-fbf9-44d8-802a-ac12eb425a34,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Biotechnical technicians perform technological work in assistance of scientists. They work in laboratory settings where they help scientists to research, develop and test forms of biotechnology. They set up lab equipment, prepare scientific tests and gather scientific data.",crosswalk_reviewed_in_source_project
