"role_id","role_title","masco_code","masco_unit_group_code","chosen_esco_code","chosen_esco_title","chosen_esco_uri","mapping_relation","mapping_confidence","mapping_rationale","review_status","production_ready","masco_code_printed","chosen_esco_isco_group","d11_esco_code","d11_esco_comparison_codes","d11_esco_comparison_titles","previous_d13_esco_code","previous_d13_mapping_status","change_type","mapping_status","mapping_method","mapping_authority","title_match_type","title_match_score","score_interpretation","same_four_digit_group","use_in_role_skills","specialty_skills_complete","coverage_note","source_quality_flag","masco_source_url","esco_source_url","source_current_role_id","source_current_masco_code","source_current_role_title","source_current_url","masco_reference_version","masco2020_remap_method","masco2020_remap_confidence","masco2020_source_pdf_page","masco2020_source_url","profile_basis","source_d13_mapping_relation","source_d13_mapping_confidence","all_source_current_role_ids","source_d13_same_four_digit_group","title_match_evidence_basis"
"M131106","Agricultural Manager","131106","1311","6130.1","farm manager","http://data.europa.eu/esco/occupation/4552095e-3396-4831-86ad-4fc34ec39a19","broader_proxy","medium","Agricultural production and farm operations management.","test_only_project_mapping_not_human_validated","False","1311-06","6130","","","","","no_unique_exact_esco_title_match","new_mapping","project_broader_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","exact_alternate_label","1","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=320","http://data.europa.eu/esco/occupation/4552095e-3396-4831-86ad-4fc34ec39a19","M131102","131102","Agricultural Manager","https://emasco.mohr.gov.my/masco/1311-02","2020","exact_normalized_title","high","320","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=320","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","broader_proxy","medium","M131102","False","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M131111","Veterinary Manager","131111","1311","1120.1","animal facility manager","http://data.europa.eu/esco/occupation/93dfef83-579c-4bef-b0ba-d41ee9cbda85","partial_proxy","low","Animal-facility operations and staff management; veterinary clinical oversight requires enrichment. D11 task text appears to describe turf maintenance and is excluded from this decision.","test_only_project_mapping_not_human_validated","False","1311-11","1120","","","","","no_unique_exact_esco_title_match","new_mapping","project_partial_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.487805","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","D11 task_summary describes turf maintenance whereas the title/description concerns veterinary management. Mapping uses title and description only.","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=320","http://data.europa.eu/esco/occupation/93dfef83-579c-4bef-b0ba-d41ee9cbda85","M131103","131103","Veterinary Manager","https://emasco.mohr.gov.my/masco/1311-03","2020","exact_normalized_title","high","320","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=320","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","partial_proxy","low","M131103","False","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M131114","Field Manager, Grass","131114","1311","6113.3","horticulture production team leader","http://data.europa.eu/esco/occupation/8e24c53a-9dc6-46d1-986b-48a93f20df2a","partial_proxy","low","Turf maintenance and field-team supervision; horticulture proxy does not imply a tree-only occupation.","test_only_project_mapping_not_human_validated","False","1311-14","6113","","","","","no_unique_exact_esco_title_match","new_mapping","project_partial_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.444444","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=320","http://data.europa.eu/esco/occupation/8e24c53a-9dc6-46d1-986b-48a93f20df2a","M131104","131104","Field Manager (Grass)","https://emasco.mohr.gov.my/masco/1311-04","2020","exact_normalized_title","high","320","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=320","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","partial_proxy","low","M131104","False","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M131202","Production and Operation Manager, Fishery","131202","1312","1312.3","aquaculture production manager","http://data.europa.eu/esco/occupation/5945cba8-19a4-4632-8a8f-4186e2bad1a3","inherited_test_proxy","low","Inherited current-role ESCO assignment, not independently revalidated for this MASCO 2020 identity. Current combined role names both fishery production/operation and aquaculture production management. Original rationale: Aquaculture production management.","test_only_project_mapping_not_human_validated","False","1312-02","1312","","","","","no_unique_exact_esco_title_match","new_mapping","project_close_match","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.714286","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","True","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=320","http://data.europa.eu/esco/occupation/5945cba8-19a4-4632-8a8f-4186e2bad1a3","M131201","131201","Aquaculture and Fisheries Production/Operation Manager","https://emasco.mohr.gov.my/masco/1312-01","2020","combined_title_split","medium","320","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=320","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","close_match","medium","M131201","True","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M131203","Aquaculture Production Manager","131203","1312","1312.3","aquaculture production manager","http://data.europa.eu/esco/occupation/5945cba8-19a4-4632-8a8f-4186e2bad1a3","inherited_test_proxy","low","Inherited current-role ESCO assignment, not independently revalidated for this MASCO 2020 identity. Current combined role names both fishery production/operation and aquaculture production management. Original rationale: Aquaculture production management.","test_only_project_mapping_not_human_validated","False","1312-03","1312","","","","","no_unique_exact_esco_title_match","new_mapping","project_close_match","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.714286","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","True","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=320","http://data.europa.eu/esco/occupation/5945cba8-19a4-4632-8a8f-4186e2bad1a3","M131201","131201","Aquaculture and Fisheries Production/Operation Manager","https://emasco.mohr.gov.my/masco/1312-01","2020","combined_title_split","medium","320","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=320","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","close_match","medium","M131201","True","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M132101","Manufacturing Manager","132101","1321","1321.2","manufacturing manager","http://data.europa.eu/esco/occupation/6426ada1-4d8c-4612-99e3-91bc569805ee","close_match","high","Preferred occupation title matches after removing Malaysian grade/competency wrappers.","test_only_project_mapping_not_human_validated","False","1321-01","1321","","","","1321.2","unique_exact_preferred_title_same_isco_group","retained_mapping","project_close_match","unique_cleaned_preferred_label","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","exact_preferred_label","1","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","True","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=320","http://data.europa.eu/esco/occupation/6426ada1-4d8c-4612-99e3-91bc569805ee","M132101","132101","Manufacturing Manager","https://emasco.mohr.gov.my/masco/1321-01","2020","exact_normalized_title","high","320","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=320","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","close_match","high","M132101","True","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M132102","Production and Operation Manager, Manufacturing","132102","1321","1321.2.1","industrial production manager","http://data.europa.eu/esco/occupation/eb9479c6-5fdf-4f45-ace4-28b547b8c7e5","inherited_test_proxy","medium","Inherited current-role ESCO assignment, not independently revalidated for this MASCO 2020 identity. Manufacturing production management corresponds to the 2020 production-and-operation manager, manufacturing. Original rationale: Industrial production management.","test_only_project_mapping_not_human_validated","False","1321-02","1321","","","","","no_unique_exact_esco_title_match","new_mapping","project_close_match","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.75","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","True","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=320","http://data.europa.eu/esco/occupation/eb9479c6-5fdf-4f45-ace4-28b547b8c7e5","M132104","132104","Production Manager (Manufacturing)","https://emasco.mohr.gov.my/masco/1321-04","2020","reviewed_functional_equivalent","medium","320","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=320","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","close_match","medium","M132104","True","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M132104","Electrical Manager","132104","1321","3123.1.11","electrical supervisor","http://data.europa.eu/esco/occupation/8862c29b-3810-4fbc-85c7-c9ee87535f73","partial_proxy","low","Electrical work supervision; ESCO supervisory seniority is below the managerial title.","test_only_project_mapping_not_human_validated","False","1321-04","3123","","","","","no_unique_exact_esco_title_match","new_mapping","project_partial_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.75","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=321","http://data.europa.eu/esco/occupation/8862c29b-3810-4fbc-85c7-c9ee87535f73","M132102","132102","Electrical Manager","https://emasco.mohr.gov.my/masco/1321-02","2020","exact_normalized_title","high","321","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=321","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","partial_proxy","low","M132102","False","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M132105","Energy Manager","132105","1321","1349.12","energy manager","http://data.europa.eu/esco/occupation/a005f8a2-2d8a-433e-8d89-13575f822fd4","close_match","high","Energy management responsibilities.","test_only_project_mapping_not_human_validated","False","1321-05","1349","","","","","no_unique_exact_esco_title_match","new_mapping","project_close_match","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","exact_preferred_label","1","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=321","http://data.europa.eu/esco/occupation/a005f8a2-2d8a-433e-8d89-13575f822fd4","M132103","132103","Energy Manager","https://emasco.mohr.gov.my/masco/1321-03","2020","exact_normalized_title","high","321","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=321","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","close_match","high","M132103","False","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M132108","Ship Hull Manager","132108","1321","1321.2.1","industrial production manager","http://data.europa.eu/esco/occupation/eb9479c6-5fdf-4f45-ace4-28b547b8c7e5","broader_proxy","medium","Shipyard hull production leadership; shipbuilding specialty is missing, not an onboard engineer.","test_only_project_mapping_not_human_validated","False","1321-08","1321","","","","","no_unique_exact_esco_title_match","new_mapping","project_broader_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.55","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","True","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=321","http://data.europa.eu/esco/occupation/eb9479c6-5fdf-4f45-ace4-28b547b8c7e5","M132105","132105","Ship Hull Manager","https://emasco.mohr.gov.my/masco/1321-05","2020","exact_normalized_title","high","321","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=321","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","broader_proxy","medium","M132105","True","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M132109","Mechanical Manager","132109","1321","1321.2","manufacturing manager","http://data.europa.eu/esco/occupation/6426ada1-4d8c-4612-99e3-91bc569805ee","partial_proxy","low","Mechanical engineering and production management; technical mechanical-engineering content needs enrichment.","test_only_project_mapping_not_human_validated","False","1321-09","1321","","","","","no_unique_exact_esco_title_match","new_mapping","project_partial_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.615385","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","True","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=321","http://data.europa.eu/esco/occupation/6426ada1-4d8c-4612-99e3-91bc569805ee","M132106","132106","Mechanical Manager","https://emasco.mohr.gov.my/masco/1321-06","2020","exact_normalized_title","high","321","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=321","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","partial_proxy","low","M132106","True","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M132110","Welding Manager","132110","1321","7212.4","welding coordinator","http://data.europa.eu/esco/occupation/cdef4961-fcc2-4e00-bfe8-4480b33aa6f3","close_match","medium","Coordination of welding quality, procedures and personnel.","test_only_project_mapping_not_human_validated","False","1321-10","7212","","","","","no_unique_exact_esco_title_match","new_mapping","project_close_match","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.647059","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=321","http://data.europa.eu/esco/occupation/cdef4961-fcc2-4e00-bfe8-4480b33aa6f3","M132107","132107","Welding Manager","https://emasco.mohr.gov.my/masco/1321-07","2020","exact_normalized_title","high","321","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=321","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","close_match","medium","M132107","False","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M132111","Oil Mill Manager","132111","1321","1321.2.1.3","food production manager","http://data.europa.eu/esco/occupation/a7d6a377-3d3b-41cf-9301-f4a0a7ad3d96","broader_proxy","medium","Food-production management; palm-oil/halal specialty is absent from ESCO.","test_only_project_mapping_not_human_validated","False","1321-11","1321","","","","","no_unique_exact_esco_title_match","new_mapping","project_broader_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.512821","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","True","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=321","http://data.europa.eu/esco/occupation/a7d6a377-3d3b-41cf-9301-f4a0a7ad3d96","M132108","132108","Oil Mill Manager","https://emasco.mohr.gov.my/masco/1321-08","2020","exact_normalized_title","high","321","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=321","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","broader_proxy","medium","M132108","True","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M132112","Manager, Halal Food Manufacturing","132112","1321","1321.2.1.3","food production manager","http://data.europa.eu/esco/occupation/a7d6a377-3d3b-41cf-9301-f4a0a7ad3d96","broader_proxy","medium","Food-production management; palm-oil/halal specialty is absent from ESCO.","test_only_project_mapping_not_human_validated","False","1321-12","1321","","","","","no_unique_exact_esco_title_match","new_mapping","project_broader_proxy","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.492754","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","True","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=321","http://data.europa.eu/esco/occupation/a7d6a377-3d3b-41cf-9301-f4a0a7ad3d96","M132109","132109","Manager (Halal Food Manufacturing)","https://emasco.mohr.gov.my/masco/1321-09","2020","exact_normalized_title","high","321","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=321","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","broader_proxy","medium","M132109","True","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M132126","Power Generation Plant Manager","132126","1321","1219.5.3","power plant manager","http://data.europa.eu/esco/occupation/cb446db8-e8b3-418c-a21c-2d10faea42a5","close_match","medium","Power-plant management.","test_only_project_mapping_not_human_validated","False","1321-26","1219","","","","","no_unique_exact_esco_title_match","new_mapping","project_close_match","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.857143","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","False","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=321","http://data.europa.eu/esco/occupation/cb446db8-e8b3-418c-a21c-2d10faea42a5","M132111","132111","Power Generation Plant Manager","https://emasco.mohr.gov.my/masco/1321-11","2020","exact_normalized_title","high","321","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=321","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","close_match","medium","M132111","False","Original current-role title, not the remapped 2020 title; retained for comparison only."
"M132201","Production and Operation Manager, Mine","132201","1322","1322.1.1","mine production manager","http://data.europa.eu/esco/occupation/df66a6e6-2130-4932-8aaf-263dafa569fa","close_match","medium","Mine production management.","test_only_project_mapping_not_human_validated","False","1322-01","1322","","","","","no_unique_exact_esco_title_match","new_mapping","project_close_match","curated_title_and_duty_decision","ReRouteHer project-derived; NOT an official MASCO-ESCO crosswalk","non_exact_title","0.677419","Inherited current-role retrieval score; not a probability or a new MASCO 2020 validation score.","True","True","Not established","ESCO skills inherited from one primary occupation. Essential/optional refers to ESCO, not a verified Malaysian requirement.","","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=321","http://data.europa.eu/esco/occupation/df66a6e6-2130-4932-8aaf-263dafa569fa","M132201","132201","Production and Operation Manager (Mine)","https://emasco.mohr.gov.my/masco/1322-01","2020","exact_normalized_title","high","321","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=321","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","close_match","medium","M132201","True","Original current-role title, not the remapped 2020 title; retained for comparison only."
