metadata_key,metadata_value
d13_quality_fix_20260830.mapping.M312226,"{""role_id"":""M312226"",""masco_code"":""312226"",""esco_code"":""3115.1.6"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M312228,"{""role_id"":""M312228"",""masco_code"":""312228"",""esco_code"":""7511.6.1"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M312229,"{""role_id"":""M312229"",""masco_code"":""312229"",""esco_code"":""1324.3.4"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M312234,"{""role_id"":""M312234"",""masco_code"":""312234"",""esco_code"":""3139.2"",""mapping_relation"":""close_match"",""mapping_confidence"":""high"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M312301,"{""role_id"":""M312301"",""masco_code"":""312301"",""esco_code"":""3123.1"",""mapping_relation"":""broader_proxy"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M312303,"{""role_id"":""M312303"",""masco_code"":""312303"",""esco_code"":""3123.1"",""mapping_relation"":""close_match"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M313104,"{""role_id"":""M313104"",""masco_code"":""313104"",""esco_code"":""3131.3"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M313106,"{""role_id"":""M313106"",""masco_code"":""313106"",""esco_code"":""7213.1"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M313110,"{""role_id"":""M313110"",""masco_code"":""313110"",""esco_code"":""3131.3.8"",""mapping_relation"":""close_match"",""mapping_confidence"":""high"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M313111,"{""role_id"":""M313111"",""masco_code"":""313111"",""esco_code"":""3131.3.1"",""mapping_relation"":""close_match"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M313113,"{""role_id"":""M313113"",""masco_code"":""313113"",""esco_code"":""3131.3"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M313116,"{""role_id"":""M313116"",""masco_code"":""313116"",""esco_code"":""7411.1.4"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M313201,"{""role_id"":""M313201"",""masco_code"":""313201"",""esco_code"":""3131.3"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M313302,"{""role_id"":""M313302"",""masco_code"":""313302"",""esco_code"":""3122.4.2"",""mapping_relation"":""close_match"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M313406,"{""role_id"":""M313406"",""masco_code"":""313406"",""esco_code"":""3134.2"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M313412,"{""role_id"":""M313412"",""masco_code"":""313412"",""esco_code"":""3134.4"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M313417,"{""role_id"":""M313417"",""masco_code"":""313417"",""esco_code"":""3134.3"",""mapping_relation"":""close_match"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M313503,"{""role_id"":""M313503"",""masco_code"":""313503"",""esco_code"":""3135.1"",""mapping_relation"":""broader_proxy"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M314101,"{""role_id"":""M314101"",""masco_code"":""314101"",""esco_code"":""3141.2.3"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M314102,"{""role_id"":""M314102"",""masco_code"":""314102"",""esco_code"":""3141.2.5"",""mapping_relation"":""broader_proxy"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M314104,"{""role_id"":""M314104"",""masco_code"":""314104"",""esco_code"":""3141.2.4"",""mapping_relation"":""close_match"",""mapping_confidence"":""high"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M314107,"{""role_id"":""M314107"",""masco_code"":""314107"",""esco_code"":""3240.2.1"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M314109,"{""role_id"":""M314109"",""masco_code"":""314109"",""esco_code"":""3141.2.5"",""mapping_relation"":""close_match"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M314203,"{""role_id"":""M314203"",""masco_code"":""314203"",""esco_code"":""3111.14"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M314205,"{""role_id"":""M314205"",""masco_code"":""314205"",""esco_code"":""3142.1"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M314209,"{""role_id"":""M314209"",""masco_code"":""314209"",""esco_code"":""7126.6"",""mapping_relation"":""close_match"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M314216,"{""role_id"":""M314216"",""masco_code"":""314216"",""esco_code"":""3142.1"",""mapping_relation"":""close_match"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M314217,"{""role_id"":""M314217"",""masco_code"":""314217"",""esco_code"":""2164.1"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M314218,"{""role_id"":""M314218"",""masco_code"":""314218"",""esco_code"":""2132.6"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M314221,"{""role_id"":""M314221"",""masco_code"":""314221"",""esco_code"":""6111.1"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M314302,"{""role_id"":""M314302"",""masco_code"":""314302"",""esco_code"":""3143.1"",""mapping_relation"":""close_match"",""mapping_confidence"":""high"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M314304,"{""role_id"":""M314304"",""masco_code"":""314304"",""esco_code"":""3143.1"",""mapping_relation"":""broader_proxy"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M314305,"{""role_id"":""M314305"",""masco_code"":""314305"",""esco_code"":""2133.9"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M314306,"{""role_id"":""M314306"",""masco_code"":""314306"",""esco_code"":""2133.9"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M314401,"{""role_id"":""M314401"",""masco_code"":""314401"",""esco_code"":""6221.4"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M314402,"{""role_id"":""M314402"",""masco_code"":""314402"",""esco_code"":""6221.3"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M314403,"{""role_id"":""M314403"",""masco_code"":""314403"",""esco_code"":""6221.11"",""mapping_relation"":""broader_proxy"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M314404,"{""role_id"":""M314404"",""masco_code"":""314404"",""esco_code"":""6221.5"",""mapping_relation"":""close_match"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M314405,"{""role_id"":""M314405"",""masco_code"":""314405"",""esco_code"":""6221.11"",""mapping_relation"":""broader_proxy"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M314407,"{""role_id"":""M314407"",""masco_code"":""314407"",""esco_code"":""2132.4"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M315101,"{""role_id"":""M315101"",""masco_code"":""315101"",""esco_code"":""3155.1"",""mapping_relation"":""close_match"",""mapping_confidence"":""high"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M315103,"{""role_id"":""M315103"",""masco_code"":""315103"",""esco_code"":""7232.5"",""mapping_relation"":""close_match"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M315107,"{""role_id"":""M315107"",""masco_code"":""315107"",""esco_code"":""7232.5"",""mapping_relation"":""broader_proxy"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M315108,"{""role_id"":""M315108"",""masco_code"":""315108"",""esco_code"":""7232.5"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M315114,"{""role_id"":""M315114"",""masco_code"":""315114"",""esco_code"":""3115.1.1"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M315115,"{""role_id"":""M315115"",""masco_code"":""315115"",""esco_code"":""3154.2"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M315116,"{""role_id"":""M315116"",""masco_code"":""315116"",""esco_code"":""3154.1"",""mapping_relation"":""broader_proxy"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M315201,"{""role_id"":""M315201"",""masco_code"":""315201"",""esco_code"":""3343.1"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M315202,"{""role_id"":""M315202"",""masco_code"":""315202"",""esco_code"":""4323.11"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M315206,"{""role_id"":""M315206"",""masco_code"":""315206"",""esco_code"":""3115.1.7"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M315208,"{""role_id"":""M315208"",""masco_code"":""315208"",""esco_code"":""3115.1.9"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M315301,"{""role_id"":""M315301"",""masco_code"":""315301"",""esco_code"":""3115.1.18"",""mapping_relation"":""broader_proxy"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M315306,"{""role_id"":""M315306"",""masco_code"":""315306"",""esco_code"":""3112.1.10"",""mapping_relation"":""broader_proxy"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M315307,"{""role_id"":""M315307"",""masco_code"":""315307"",""esco_code"":""7421.6"",""mapping_relation"":""broader_proxy"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M315406,"{""role_id"":""M315406"",""masco_code"":""315406"",""esco_code"":""7231.10"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M315902,"{""role_id"":""M315902"",""masco_code"":""315902"",""esco_code"":""1324.3"",""mapping_relation"":""broader_proxy"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M315904,"{""role_id"":""M315904"",""masco_code"":""315904"",""esco_code"":""2133.15"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M316101,"{""role_id"":""M316101"",""masco_code"":""316101"",""esco_code"":""3111.10"",""mapping_relation"":""close_match"",""mapping_confidence"":""high"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M321101,"{""role_id"":""M321101"",""masco_code"":""321101"",""esco_code"":""2269.8"",""mapping_relation"":""close_match"",""mapping_confidence"":""high"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M321102,"{""role_id"":""M321102"",""masco_code"":""321102"",""esco_code"":""2269.8"",""mapping_relation"":""close_match"",""mapping_confidence"":""high"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M321204,"{""role_id"":""M321204"",""masco_code"":""321204"",""esco_code"":""2133.15"",""mapping_relation"":""broader_proxy"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M321207,"{""role_id"":""M321207"",""masco_code"":""321207"",""esco_code"":""2269.12"",""mapping_relation"":""broader_proxy"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M321208,"{""role_id"":""M321208"",""masco_code"":""321208"",""esco_code"":""2269.13.1"",""mapping_relation"":""close_match"",""mapping_confidence"":""medium"",""review_status"":""auto_approved_medium_or_high_test_mapping"",""use_in_role_skills"":true,""approval_threshold"":""medium"",""reviewer"":""User-Authorized Automated Confidence Rule"",""review_date"":""2026-08-30"",""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M321209,"{""role_id"":""M321209"",""masco_code"":""321209"",""esco_code"":""2269.13"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M321212,"{""role_id"":""M321212"",""masco_code"":""321212"",""esco_code"":""3212.2"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M321213,"{""role_id"":""M321213"",""masco_code"":""321213"",""esco_code"":""2269.13"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M321214,"{""role_id"":""M321214"",""masco_code"":""321214"",""esco_code"":""3259.1"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M321301,"{""role_id"":""M321301"",""masco_code"":""321301"",""esco_code"":""3213.1"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
d13_quality_fix_20260830.mapping.M321304,"{""role_id"":""M321304"",""masco_code"":""321304"",""esco_code"":""3213.1"",""mapping_relation"":""partial_proxy"",""mapping_confidence"":""low"",""review_status"":""pending_low_confidence_review"",""use_in_role_skills"":false,""approval_threshold"":""medium"",""reviewer"":null,""review_date"":null,""approval_is_not_exact_equivalence"":true,""production_ready"":false}"
