"role_id","masco_code","role_title","previous_esco_code","previous_esco_title","chosen_esco_code","chosen_esco_title","esco_code_changed","previous_mapping_relation","mapping_relation","mapping_method","rationale"
"M315103","315103","Aviation Maintenance Technician","7232.5","Aircraft Maintenance Technician","7232.5","Aircraft Maintenance Technician","false","close_match","close_match","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: ESCO alternate title matches the cleaned MASCO title; national qualifications and full task scope are not assumed equivalent."
"M315107","315107","Aircraft Restorer","7232.5","Aircraft Maintenance Technician","7232.5","Aircraft Maintenance Technician","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Aircraft restoration and maintenance; restoration specialty needs enrichment."
"M315108","315108","Airframe and Power Plant Technician","7232.5","Aircraft Maintenance Technician","7232.5","Aircraft Maintenance Technician","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table."
"M315114","315114","Rocket Engine Component Technician","3115.1.1","Aerospace Engineering Technician","3115.1.1","Aerospace Engineering Technician","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table."
"M315115","315115","Aircraft Examiner Grade A29","3154.2","Aviation Inspector","3154.2","Aviation Inspector","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table."
"M315116","315116","Assistant Air Traffic Control Officer Grade A29","3154.1","Air Traffic Controller","3154.1","Air Traffic Controller","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Air-traffic control support; assistant authorization differs."
"M315201","315201","Marine Assistant Grade A19","3343.1","Administrative Assistant","3343.1","Administrative Assistant","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: D11 duties are ship-registration records, revenue and administration, not marine-engine repair."
"M315202","315202","Berthing Master","4323.11","Port Coordinator","4323.11","Port Coordinator","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Port berthing coordination; navigational authority and vessel piloting are not fully represented."
"M315206","315206","Ship Technician","3115.1.7","Marine Engineering Technician","3115.1.7","Marine Engineering Technician","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table."
"M315208","315208","Assistant Marine Officer Grade A29","3115.1.9","Marine Surveyor","3115.1.9","Marine Surveyor","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Vessel safety inspection/survey is one component; registration, port administration and enforcement are not fully represented."
"M315301","315301","Train Technician","3115.1.18","Rolling Stock Engineering Technician","3115.1.18","Rolling Stock Engineering Technician","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Rolling-stock technical installation, maintenance and testing; local supervisory scope varies."
"M315306","315306","Track Network Technician","3112.1.10","Rail Maintenance Technician","3112.1.10","Rail Maintenance Technician","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Rail infrastructure maintenance, not computer-network work."
"M315307","315307","Signalling and Communication Technician","7421.6","Railway Electronic Technician","7421.6","Railway Electronic Technician","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Rail signalling/electronic systems maintenance."
"M315406","315406","Motor Vehicle Technician","7231.10","Vehicle Technician","7231.10","Vehicle Technician","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table."
"M315902","315902","Logistics Supervisor","1324.3","Logistics and Distribution Manager","1324.3","Logistics and Distribution Manager","false","inherited_test_proxy","broader_proxy","2020_title_and_duty_review","Logistics Supervisor coordinates storage and distribution. Logistics and Distribution Manager supplies the broader functional profile, with the supervisor/manager level difference retained."
"M315904","315904","Green Technology Infrastructure Assistant Facilitator","2133.15","Environmental Technician","2133.15","Environmental Technician","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Environmental/green infrastructure technical support; facilitator role is not an exact technical occupation."
"M316101","316101","Nuclear Technician","3111.10","Nuclear Technician","3111.10","Nuclear Technician","false","close_match","close_match","2020_unique_preferred_title","Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed."
"M321101","321101","Radiographer Grade U29","2269.8","Radiographer","2269.8","Radiographer","false","close_match","close_match","2020_unique_preferred_title","Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed."
"M321102","321102","Radiographer","2269.8","Radiographer","2269.8","Radiographer","false","close_match","close_match","2020_unique_preferred_title","Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed."
"M321204","321204","Ecology Technician","2133.15","Environmental Technician","2133.15","Environmental Technician","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Ecological/environmental technical monitoring."
"M321207","321207","Histology Technician","2269.12","Anatomical Pathology Technician","2269.12","Anatomical Pathology Technician","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Histological/anatomical pathology laboratory practice."
"M321208","321208","Cytology Technician","2269.13.1","Cytotechnologist","2269.13.1","Cytotechnologist","false","close_match","close_match","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Cytological laboratory analysis."
"M321209","321209","Physiology Technician","2269.13","Biomedical Scientist","2269.13","Biomedical Scientist","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Clinical specimen analysis described by D11; physiology specialization and technician qualifications require local review."
"M321212","321212","Parasitological Assistant","3212.2","Medical Laboratory Assistant","3212.2","Medical Laboratory Assistant","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table."
"M321213","321213","Medical Laboratory Technician","2269.13","Biomedical Scientist","2269.13","Biomedical Scientist","false","partial_proxy","partial_proxy","2020_ambiguous_alias_rejected","Medical laboratory practice is not limited to bacteriology. Retain the earlier duty-based ESCO proxy after the fresh 2020 retrieval."
"M321214","321214","Surgical Technician","3259.1","Anaesthetic Technician","3259.1","Anaesthetic Technician","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Operating-room technical support; anaesthesia is a narrower proxy than all surgical technology."
"M321301","321301","Pharmaceutical Assistant","3213.1","Pharmacy Assistant","3213.1","Pharmacy Assistant","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table."
"M321304","321304","Pharmacy Aide","3213.1","Pharmacy Assistant","3213.1","Pharmacy Assistant","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table."
"M321305","321305","Assistant Pharmacy Officer Grade U29","3213.1","Pharmacy Assistant","3213.1","Pharmacy Assistant","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table."
"M321401","321401","Dental technician","2261.4","Dental Technician","2261.4","Dental Technician","false","close_match","close_match","2020_unique_preferred_title","Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed."
"M321404","321404","Orthotist","3214.3","Prosthetist-Orthotist","3214.3","Prosthetist-Orthotist","false","close_match","close_match","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: ESCO alternate title matches the cleaned MASCO title; national qualifications and full task scope are not assumed equivalent."
"M321502","321502","Prosthetic Technician","2269.15","Prosthetic-Orthotics Technician","2269.15","Prosthetic-Orthotics Technician","false","close_match","close_match","2020_ambiguous_alias_rejected","Prosthetic fabrication technician scope differs from clinical prosthetist-orthotist assessment and fitting. Retain the earlier duty-based ESCO proxy after the fresh 2020 retrieval."
"M321503","321503","Medical Technician Grade U19","3114.1.5","Medical Device Engineering Technician","3114.1.5","Medical Device Engineering Technician","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Treatment-accessory fabrication and medical equipment QC; radiotherapy mould-room specialty is absent."
"M322101","322101","Nurse Grade U29","2221.2","Nurse Responsible for General Care","2221.2","Nurse Responsible for General Care","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Nursing-care occupation; Malaysian registration/grade and practical-nurse scope must be checked locally."
"M322104","322104","Practical Nurse","2221.2","Nurse Responsible for General Care","2221.2","Nurse Responsible for General Care","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Nursing-care occupation; Malaysian registration/grade and practical-nurse scope must be checked locally."
"M324103","324103","Veterinary Biotech Research Technician","3141.1","Biotechnical Technician","3141.1","Biotechnical Technician","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Biotechnology research/production technical support; veterinary products and animal context need enrichment."
"M324107","324107","Veterinary Artificial Inseminator","3240.2.1","Animal Artificial Insemination Technician","3240.2.1","Animal Artificial Insemination Technician","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table."
"M324108","324108","Veterinary Biotech Production Technician","3141.1","Biotechnical Technician","3141.1","Biotechnical Technician","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Biotechnology research/production technical support; veterinary products and animal context need enrichment."
"M324109","324109","Veterinary Nurse","3240.2.4","Veterinary Nurse","3240.2.4","Veterinary Nurse","false","close_match","close_match","2020_unique_preferred_title","Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed."
"M324110","324110","Assistant Veterinary Officer Grade G29","3240.2","Veterinary Technician","3240.2","Veterinary Technician","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Veterinary technical assistance; government grade differs."
"M325101","325101","Dental Surgery Assistant Grade U19","3251.1","Dental Chairside Assistant","3251.1","Dental Chairside Assistant","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table."
"M325105","325105","Dental Assistant","3251.1","Dental Chairside Assistant","3251.1","Dental Chairside Assistant","false","inherited_test_proxy","close_match","2020_title_and_duty_review","Dental Assistant is an alternate label for Dental Chairside Assistant and the supporting clinical duties align; do not infer dentist or practitioner status."
"M325106","325106","Dental Hygienist","2261.3","Dental Hygienist","2261.3","Dental Hygienist","false","close_match","close_match","2020_unique_preferred_title","Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed."
"M325107","325107","Dental Therapist Grade U29","2261.3","Dental Hygienist","2261.3","Dental Hygienist","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Preventive oral-health care proxy; Malaysian dental therapists diagnose/treat children beyond a hygienist scope. Do not infer licence equivalence."
"M325302","325302","Community Health Promoter","3253.1","Community Health Worker","3253.1","Community Health Worker","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table."
"M325304","325304","Village Health Worker","3253.1","Community Health Worker","3253.1","Community Health Worker","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table."
"M325305","325305","Community Nurse Grade U19","3253.1","Community Health Worker","3253.1","Community Health Worker","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Community health support; licensed nursing scope is not fully represented."
"M325505","325505","Massage Therapist","3255.1","Massage Therapist","3255.1","Massage Therapist","false","close_match","close_match","2020_unique_preferred_title","Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed."
"M325506","325506","Physiotherapy Technician","3255.2","Physiotherapy Assistant","3255.2","Physiotherapy Assistant","false","close_match","close_match","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Physiotherapy technical assistance."
"M325601","325601","Medical Laboratory Assistant","3212.2","Medical Laboratory Assistant","3212.2","Medical Laboratory Assistant","false","close_match","close_match","2020_unique_preferred_title","Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed."
"M325602","325602","Hospital Assistant","5321.1","Healthcare Assistant","5321.1","Healthcare Assistant","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table."
"M325606","325606","Radiographist Equipment, Medical, General","3114.1.5","Medical Device Engineering Technician","2269.8","Radiographer","true","inherited_test_proxy","broader_proxy","2020_title_and_duty_review","The 2020 radiographist-equipment role operates imaging equipment and positions patients. Radiographer fits the clinical imaging duties better than the inherited medical-equipment engineering technician; ECG/EEG and mixed modality coverage remain incomplete."
"M325611","325611","Sonographer","2269.8.1","Diagnostic Radiographer","2269.8.1","Diagnostic Radiographer","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Diagnostic imaging umbrella; ultrasound specialty requires enrichment."
"M325613","325613","Clinical Instructor","2310.1.28","Nursing Lecturer","2310.1.28","Nursing Lecturer","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Clinical health instruction; nursing teaching is narrower than all allied-health clinical instruction."
"M325614","325614","Ophthalmic Assistant","3256.1","Doctors' Surgery Assistant","3256.1","Doctors' Surgery Assistant","false","close_match","close_match","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: ESCO alternate title matches the cleaned MASCO title; national qualifications and full task scope are not assumed equivalent."
"M325615","325615","Assistant Medical Officer Grade U29","3258.2","Paramedic in Emergency Responses","3258.2","Paramedic in Emergency Responses","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Clinical paramedic-level assessment/treatment proxy; Malaysian assistant medical officer scope is distinct."
"M325703","325703","Public Health Unit Inspector","3257.1","Environmental Health Inspector","3257.1","Environmental Health Inspector","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table."
"M325705","325705","Occupational Safety and Health Inspector","3257.5","Occupational Health and Safety Inspector","3257.5","Occupational Health and Safety Inspector","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table."
"M325712","325712","Product Quality Inspector","7543.10","Product Quality Inspector","7543.10","Product Quality Inspector","false","close_match","close_match","2020_unique_preferred_title","Unique ESCO preferred title matches the MASCO 2020 title after public-service grade/competency-wrapper normalization. Qualification and full task equivalence are not assumed."
"M325735","325735","Water Inspector","2133.13","Water Quality Analyst","2133.13","Water Quality Analyst","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Water quality sampling/analysis; inspection authority needs local enrichment."
"M325736","325736","Mine Safety Inspector","3117.4","Mine Safety Officer","3117.4","Mine Safety Officer","false","close_match","close_match","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: ESCO alternate title matches the cleaned MASCO title; national qualifications and full task scope are not assumed equivalent."
"M325737","325737","Mine Examiner","3117.4","Mine Safety Officer","3117.4","Mine Safety Officer","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table."
"M325747","325747","Assistant Food Technology Officer Grade C29","3119.5","Food Technician","3119.5","Food Technician","false","close_match","close_match","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Food technology technical assistance."
"M325748","325748","Assistant Environmental Health Officer Grade U29","3257.1","Environmental Health Inspector","3257.1","Environmental Health Inspector","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table."
"M325749","325749","Assistant Environmental Control Officer Grade C29","2133.15","Environmental Technician","2133.15","Environmental Technician","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Environmental monitoring support; statutory inspection/prosecution duties are not fully represented."
"M325802","325802","Ambulance Officer","3258.2","Paramedic in Emergency Responses","3258.2","Paramedic in Emergency Responses","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Ambulance clinical/emergency care; local officer role may differ."
"M325805","325805","Emergency Paramedic","3258.2","Paramedic in Emergency Responses","3258.2","Paramedic in Emergency Responses","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table."
"M331401","331401","Assistant Statistics Officer Grade E29","3314.2","Statistical Assistant","3314.2","Statistical Assistant","false","partial_proxy","partial_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Title/duty comparison supports this primary proxy, but occupational breadth, specialisation or seniority may differ. See both source profiles in the evidence table."
"M351101","351101","Computer Technician Grade FT19","7422.2","Computer Hardware Repair Technician","7422.2","Computer Hardware Repair Technician","false","close_match","close_match","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: ESCO alternate title matches the cleaned MASCO title; national qualifications and full task scope are not assumed equivalent."
"M351105","351105","Computer Technician","7422.2","Computer Hardware Repair Technician","7422.2","Computer Hardware Repair Technician","false","close_match","close_match","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: ESCO alternate title matches the cleaned MASCO title; national qualifications and full task scope are not assumed equivalent."
"M351109","351109","Electronic Data Processing Technician","3511.1","Data Centre Operator","3511.1","Data Centre Operator","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Computer/data-processing operations, not CNC machine operation."
"M351113","351113","Semi-Conductor Technician","3114.1.6","Microelectronics Engineering Technician","3114.1.6","Microelectronics Engineering Technician","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Semiconductor/microelectronics technical work."
"M351115","351115","Information Technology Assistant","3512.4","ICT Technician","3512.4","ICT Technician","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: ICT user support and system troubleshooting; engineer/officer/assistant rank is not inferred."
"M351116","351116","Computer Console Operator","3511.1","Data Centre Operator","3511.1","Data Centre Operator","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Computer/data-processing operations, not CNC machine operation."
"M351123","351123","Engineering Assistant, Telecommunications","3522.1","Telecommunications Engineering Technician","3522.1","Telecommunications Engineering Technician","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Telecommunications technical support; grade/seniority varies."
"M351124","351124","Supervisor, Management Information Systems","2522.1","ICT System Administrator","2522.1","ICT System Administrator","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Information-system and infrastructure administration; grade/specialty varies."
