role_id,role_title,masco_code,masco_code_printed,masco_unit_group_code,d11_esco_code,d11_esco_comparison_codes,chosen_esco_code,chosen_esco_title,chosen_esco_uri,chosen_esco_isco_group,mapping_status,mapping_method,mapping_authority,title_match_type,title_match_score,review_status,use_in_role_skills,production_ready,coverage_note
M315102,Aviation Maintenance Technician,315102,3151-02,3151,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M315103,Aircraft Restorer,315103,3151-03,3151,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M315104,Airframe and Power Plant Technician,315104,3151-04,3151,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M315105,Rocket Engine Component Technician,315105,3151-05,3151,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M315107,"Aircraft Examiner Grade A5, A6",315107,3151-07,3151,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M315108,Assistant Air Traffic Control Officer Grade A5,315108,3151-08,3151,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M315201,Berthing Master,315201,3152-01,3152,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M315202,Ship Technician,315202,3152-02,3152,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M315203,Marine Assistant Grade A1,315203,3152-03,3152,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M315204,Assistant Marine Officer Grade A5,315204,3152-04,3152,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M315301,Train Technician,315301,3153-01,3153,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M315302,Track Network Technician,315302,3153-02,3153,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M315303,Signalling and Communication Technician,315303,3153-03,3153,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M315401,Motor Vehicle Technician,315401,3154-01,3154,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M315901,Transport/Logistics Supervisor,315901,3159-01,3159,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M315902,Green Technology Infrastructure Assistant Facilitator,315902,3159-02,3159,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M316101,Nuclear Technician,316101,3161-01,3161,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M321101,Radiographer,321101,3211-01,3211,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M321102,Radiographer Grade U5,321102,3211-02,3211,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M321201,Ecology Technician,321201,3212-01,3212,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M321202,Histology Technician,321202,3212-02,3212,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M321203,Cytology Technician,321203,3212-03,3212,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M321204,Physiology Technician,321204,3212-04,3212,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M321205,Parasitological Assistant,321205,3212-05,3212,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M321206,Medical Laboratory Technician,321206,3212-06,3212,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M321207,Surgical Technician,321207,3212-07,3212,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M321301,Pharmaceutical Assistant,321301,3213-01,3213,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M321302,Pharmacy Aide,321302,3213-02,3213,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M321303,Assistant Pharmacy Officer Grade U5,321303,3213-03,3213,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M321401,Dental Technician,321401,3214-01,3214,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M321402,Orthotist,321402,3214-02,3214,,,3214.3,prosthetist-orthotist,http://data.europa.eu/esco/occupation/929b5c9d-2fbf-44f2-980d-2ac6c0dc212f,3214,unique_exact_alternate_title_same_isco_group,Unique normalised exact alternate-label match within the same four-digit group.,official eMASCO title + official ESCO v1.2.1 alternate label; project-derived crosswalk,exact_alternate_label,1.000000,pending_domain_owner_review,True,False,Provisionally usable; alternate-label match requires domain-owner review.
M321501,Prosthetic Technician,321501,3215-01,3215,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M321502,Medical Technician Grade U1,321502,3215-02,3215,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M322101,Practical Nurse,322101,3221-01,3221,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M322102,Nurse Grade U5,322102,3221-02,3221,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M323101,Traditional and Complementary Medicine Associate Professional,323101,3231-01,3231,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M324101,Veterinary Biotech Research Technician,324101,3241-01,3241,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M324102,Veterinary Artificial Inseminator,324102,3241-02,3241,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M324103,Veterinary Biotech Production Technician,324103,3241-03,3241,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M324104,Veterinary Nurse,324104,3241-04,3241,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M324105,Animal Therapist,324105,3241-05,3241,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M324107,Assistant Veterinary Officer Grade G5,324107,3241-07,3241,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M325101,Dental Aide/Assistant,325101,3251-01,3251,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M325102,Dental Hygienist,325102,3251-02,3251,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M325103,Dental Surgery Assistant Grade U1,325103,3251-03,3251,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M325104,Dental Therapist Grade U5,325104,3251-04,3251,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M325301,Community Health Promoter,325301,3253-01,3253,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M325302,Village Health Worker,325302,3253-02,3253,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M325303,Community Nurse Grade U1,325303,3253-03,3253,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M325401,Optician,325401,3254-01,3254,,,3254.1,optician,http://data.europa.eu/esco/occupation/6e0e068b-cd5c-4400-8899-54056087fa14,3254,unique_exact_preferred_title_same_isco_group,Unique normalised exact preferred-label match within the same four-digit group.,official eMASCO title + official ESCO v1.2.1 occupation label; project-derived crosswalk,exact_preferred_label,1.000000,pending_domain_owner_review,True,False,Provisionally usable; not an official published MASCO-to-ESCO crosswalk.
M325501,Massage Therapist,325501,3255-01,3255,,,3255.1,massage therapist,http://data.europa.eu/esco/occupation/9487f835-b5a9-4742-8ecf-35520911e28c,3255,unique_exact_preferred_title_same_isco_group,Unique normalised exact preferred-label match within the same four-digit group.,official eMASCO title + official ESCO v1.2.1 occupation label; project-derived crosswalk,exact_preferred_label,1.000000,pending_domain_owner_review,True,False,Provisionally usable; not an official published MASCO-to-ESCO crosswalk.
M325502,Physiotherapy Technician,325502,3255-02,3255,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M325503,Stress Therapist,325503,3255-03,3255,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M325601,Medical Laboratory Assistant,325601,3256-01,3256,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M325602,Hospital Assistant,325602,3256-02,3256,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M325603,Diagnostic Imaging Equipment Technician,325603,3256-03,3256,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M325604,Sonographer,325604,3256-04,3256,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M325605,Clinical Instructor,325605,3256-05,3256,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M325606,Ophthalmic Assistant,325606,3256-06,3256,,,3256.1,doctors' surgery assistant,http://data.europa.eu/esco/occupation/0c041d1e-1841-4acb-b0a1-2c387a61bf65,3256,unique_exact_alternate_title_same_isco_group,Unique normalised exact alternate-label match within the same four-digit group.,official eMASCO title + official ESCO v1.2.1 alternate label; project-derived crosswalk,exact_alternate_label,1.000000,pending_domain_owner_review,True,False,Provisionally usable; alternate-label match requires domain-owner review.
M325607,Assistant Medical Officer Grade U5,325607,3256-07,3256,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M325701,Public Health Unit Inspector,325701,3257-01,3257,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M325702,Occupational Safety and Health Inspector,325702,3257-02,3257,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M325703,Product Quality Inspector,325703,3257-03,3257,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M325704,Water Inspector,325704,3257-04,3257,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M325705,Mine Safety Inspector,325705,3257-05,3257,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M325706,Mine Examiner,325706,3257-06,3257,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M325707,Assistant Food Technology Officer Grade C5,325707,3257-07,3257,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M325708,Assistant Environmental Health Officer Grade U5,325708,3257-08,3257,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M325709,Assistant Environmental Control Officer Grade C5,325709,3257-09,3257,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M325801,Ambulance Officer,325801,3258-01,3258,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M325802,Emergency Paramedic,325802,3258-02,3258,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M331401,Assistant Statistics Officer Grade E5,331401,3314-01,3314,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M351101,Computer Technician,351101,3511-01,3511,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M351102,Electronic Data Processing Technician,351102,3511-02,3511,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M351103,Information Technology Assistant,351103,3511-03,3511,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M351104,Computer Console Operator,351104,3511-04,3511,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M351105,Engineering Assistant (Telecommunications),351105,3511-05,3511,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M351106,Management Information Systems Supervisor,351106,3511-06,3511,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M351107,Computer Technician Grade FT1,351107,3511-07,3511,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M351108,Assistant Information Technology Officer Grade FA5,351108,3511-08,3511,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M351201,Computer Help Desk Technician,351201,3512-01,3512,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M351202,Information Technology Technician,351202,3512-02,3512,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M351203,Computer Assistant,351203,3512-03,3512,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M351204,Communications Assistant (ICT),351204,3512-04,3512,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M351205,Database Assistant,351205,3512-05,3512,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M351206,Computer Programming Assistant,351206,3512-06,3512,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M351207,Call Centre Trainer,351207,3512-07,3512,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M351208,Data Centre Supervisor,351208,3512-08,3512,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M351209,Technical Support Technician,351209,3512-09,3512,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M351301,Computer Network Technician,351301,3513-01,3513,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M351302,Network Security Technician (ICT),351302,3513-02,3513,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M351401,Web Technician,351401,3514-01,3514,,,3514.1,webmaster,http://data.europa.eu/esco/occupation/dc8ef7da-d2c0-4474-96a0-6d0385eeec1e,3514,unique_exact_alternate_title_same_isco_group,Unique normalised exact alternate-label match within the same four-digit group.,official eMASCO title + official ESCO v1.2.1 alternate label; project-derived crosswalk,exact_alternate_label,1.000000,pending_domain_owner_review,True,False,Provisionally usable; alternate-label match requires domain-owner review.
M351402,Creative Assistance,351402,3514-02,3514,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
