company_name,symbol,bursa_code,target_sector,actual_sector,selection_basis,evidence_status,report_title_year,report_url,source_page,family_support_pillar,parental_leave_pillar,flexible_work_pillar,returnship_pillar,pillar_count,benefit_raw_text,qa_checked_by,selection_source_url,sector_rank,source_id,local_report_file,source_download_status,source_sha256,source_pdf_pages
Kretam Holdings Berhad,KRETAM,1996,Plantation,Plantation,Existing report-qualified evidence,Report evidence completed,Kretam Holdings Annual Report 2024,https://www.bursamalaysia.com/market_information/announcements/company_announcement/announcement_details?ann_id=3547792,Employee benefits accounting policy; exact PDF page pending QA,Not disclosed,Yes,Not disclosed,Not disclosed,1,paid absences include maternity leave and paternity leave,Pending second-person QA,https://www.bursamalaysia.com/market_information/announcements/company_announcement/announcement_details?ann_id=3547792,4,SRC-123,SOURCE_FILES/SRC_123_Kretam_Holdings_Berhad.pdf,downloaded,09e10e661d7fc8b00f1c71baf55bd2f8b47b079b4fba606a22087690bc3ff4eb,151
MHC Plantations Bhd,MHC,5026,Plantation,Plantation,Existing report-qualified evidence,Report evidence completed,MHC Plantations Annual Report 2024 (latest available official report),https://www.mhc.com.my/wp-content/uploads/2025/04/MHC-Annual-Report-2024.pdf,"34, 52",Yes,Not disclosed,Not disclosed,Not disclosed,1,childcare facilities at operating units | crèche for guest workers,Pending second-person QA,https://www.mhc.com.my/wp-content/uploads/2025/04/MHC-Annual-Report-2024.pdf,5,SRC-124,SOURCE_FILES/SRC_124_MHC_Plantations_Bhd.pdf,downloaded,da3f3d30772e6ec3da740de9afd6d7c406d3b1e283c2b17c6f3048116bf7d8a5,140
NPC Resources Berhad,PA,5047,Plantation,Plantation,Existing report-qualified evidence,Report evidence completed,NPC Resources Annual Report 2024 (latest available official report),https://www.npc.com.my/NPC%202024%20-%20Bursa.pdf,79,Not disclosed,Yes,Not disclosed,Not disclosed,1,paid absences include maternity leave and paternity leave,Pending second-person QA,https://www.npc.com.my/NPC%202024%20-%20Bursa.pdf,6,SRC-125,SOURCE_FILES/SRC_125_NPC_Resources_Berhad.pdf,downloaded,d046b444d039503c1395b0565250b17c2b6d6e00a1bd1bfb784c9cf03f22c3b5,152
Pinehill Pacific Berhad,CIHLDG,1902,Plantation,Plantation,Existing report-qualified evidence,Report evidence completed,Pinehill Pacific Annual Report 2023 (latest official report located),https://www.pinepac.com.my/pdf/2023_Pinehill-Annual-Report.pdf,18,Not disclosed,Yes,Not disclosed,Not disclosed,1,employment benefits include maternity leave,Pending second-person QA,https://www.pinepac.com.my/pdf/2023_Pinehill-Annual-Report.pdf,7,SRC-126,SOURCE_FILES/SRC_126_Pinehill_Pacific_Berhad.pdf,downloaded,f7bd8f9c6e9bcf77d9e7abec58f0de0aa24e3942044f44a548c5c356e4a2a245,112
Sarawak Oil Palms Berhad,SOP,5126,Plantation,Plantation,Existing report-qualified evidence,Report evidence completed,Sarawak Oil Palms Annual Report 2025,https://www.sop.com.my/wp-content/uploads/2026/04/Annual-Report-2025.pdf,111,Not disclosed,Yes,Not disclosed,Not disclosed,1,Parental Leave | Maternity and Paternity | return-to-work and retention rates,Pending second-person QA,https://www.sop.com.my/wp-content/uploads/2026/04/Annual-Report-2025.pdf,8,SRC-127,SOURCE_FILES/SRC_127_Sarawak_Oil_Palms_Berhad.pdf,downloaded,40c6e4055471b2907c6487f19434c9cf647ba1cecc4ea95caf19bc6d5be136cc,283
TH Plantations Berhad,THPLANT,5112,Plantation,Plantation,Existing report-qualified evidence,Report evidence completed,TH Plantations Annual Report 2025,https://www.thplantations.my/doc/agm/2026/ar2025.pdf,85,Not disclosed,Yes,Not disclosed,Not disclosed,1,employees who took parental leave | employees returned to work after parental leave,Pending second-person QA,https://www.thplantations.my/doc/agm/2026/ar2025.pdf,9,SRC-128,SOURCE_FILES/SRC_128_TH_Plantations_Berhad.pdf,downloaded,19e931fa89855d60ad5d85669f3e0adbc765aebd3d028be3ec1ae136309f75bc,287
United Plantations Berhad,UTDPLT,2089,Plantation,Plantation,Existing report-qualified evidence,Report evidence completed,United Plantations Sustainability Report 2025,https://unitedplantations.com/wp-content/uploads/2026/02/Sustainability_Report_2025.pdf,87,Yes,Not disclosed,Not disclosed,Not disclosed,1,"crèches, playgroup classes and kindergartens at all operating sites",Pending second-person QA,https://unitedplantations.com/wp-content/uploads/2026/02/Sustainability_Report_2025.pdf,10,SRC-129,SOURCE_FILES/SRC_129_United_Plantations_Berhad.pdf,downloaded,cbb2c7da5dea10d73b7737122d598674fe0c48a098dd23d2edfc0d1f14c3daa0,95
Genting Plantations Berhad,GENP,2291,Plantation,Plantation,New official-report finding,Report evidence completed,Genting Plantations Sustainability Report 2024,https://www.gentingplantations.com/wp-content/uploads/2025/04/Sustainability-Report-2024.pdf,36,Yes,Yes,Not disclosed,Not disclosed,2,"Genting Plantations provides parental leave in Malaysia and Indonesia, plus crèches for infants and toddlers at estates and oil mills.",Codex report review 2026-09-20,https://www.gentingplantations.com/wp-content/uploads/2025/04/Sustainability-Report-2024.pdf,11,SRC-130,SOURCE_FILES/SRC_130_Genting_Plantations_Berhad.pdf,downloaded,191bd1ee7c2fbf114dd4b3b09e037c9f178ace298291dc8ecc14ad50f42d5ea3,98
Kuala Lumpur Kepong Berhad,KLK,2445,Plantation,Plantation,New official-report finding,Report evidence completed,Kuala Lumpur Kepong Sustainability Report 2023,https://emains.doe.gov.my/uploads/1221H2144695/7/Sustainability-Report-2023.pdf,80,Not disclosed,Yes,Not disclosed,Not disclosed,1,KLK reports maternity and paternity leave across its international operations and states that its leave and healthcare benefits exceed statutory minimums.,Codex report review 2026-09-20,https://emains.doe.gov.my/uploads/1221H2144695/7/Sustainability-Report-2023.pdf,12,SRC-131,SOURCE_FILES/SRC_131_Kuala_Lumpur_Kepong_Berhad.pdf,downloaded,1e956f8fab671d8496f17471de61e7376025edf879bc859ac1c120154d6c422f,54
TSH Resources Berhad,TSH,9059,Plantation,Plantation,New official-report finding,Report evidence completed,TSH Resources Berhad Sustainability Report 2024,https://www.insage.com.my/BursaNews/Attachment/202504/20250422/TSH-AN20250422A1-1.pdf,84,Not disclosed,Yes,Not disclosed,Not disclosed,1,TSH lists parental leave among workforce benefits and also provides on-site medical facilities and estate housing support.,Codex report review 2026-09-20,https://www.insage.com.my/BursaNews/Attachment/202504/20250422/TSH-AN20250422A1-1.pdf,13,SRC-132,SOURCE_FILES/SRC_132_TSH_Resources_Berhad.pdf,downloaded,d26a9237812bc4b4c0a8d79620cc69753e34817b0159f17f52090dea7fd6ff06,274
Hap Seng Plantations Holdings Berhad,HSPLANT,5138,Plantation,Plantation,New official-report finding,Report evidence completed,Hap Seng Plantations Sustainability Report 2020,https://www.hapsengplantations.com.my/download/sustainabilityreports/hsphb_sr2020.pdf,47,Not disclosed,Yes,Not disclosed,Not disclosed,1,Hap Seng Plantations' FY2020 sustainability report includes a dedicated parental-leave disclosure under GRI 401-3.,Codex report review 2026-09-20,https://www.hapsengplantations.com.my/download/sustainabilityreports/hsphb_sr2020.pdf,14,SRC-133,SOURCE_FILES/SRC_133_Hap_Seng_Plantations_Holdings_Berhad.pdf,downloaded,85fd47b678d92eb8208e20e2df818e654afe345097d9d100c1042c0016d31b5b,90
SD Guthrie Berhad,SDG,5285,Plantation,Plantation,Verified report finding,Report evidence completed,RSPO Public Summary Report – SD Guthrie,https://www.bsigroup.com/siteassets/pdf/en/about-us/rspo/rspo-pc-public-summary-report-sou-1-sg-dingin-pom-asa2-4.pdf,144,Not disclosed,Yes,Not disclosed,Not disclosed,1,The independent audit verifies maternity benefits.,Codex report review 2026-09-20,https://www.bsigroup.com/siteassets/pdf/en/about-us/rspo/rspo-pc-public-summary-report-sou-1-sg-dingin-pom-asa2-4.pdf,15,SRC-134,SOURCE_FILES/SRC_134_SD_Guthrie_Berhad.pdf,downloaded,97c0fe21d2e2825fcd2ce505ee18ca0a09211cf79c5a191fe051c95cb03a8e30,212
IOI Corporation Berhad,IOICORP,1961,Plantation,Plantation,Verified report finding,Report evidence completed,IOI Sustainability Report 2024,https://www.ioigroup.com/storage/1402/ioi_sr2024.pdf,Uplifting Our People,Not disclosed,Not disclosed,Yes,Not disclosed,1,The report discloses flexible work arrangements.,Codex report review 2026-09-20,https://www.ioigroup.com/storage/1402/ioi_sr2024.pdf,16,SRC-135,SOURCE_FILES/SRC_135_IOI_Corporation_Berhad.pdf,downloaded,7bffcac16e9fb37bea19c59b63dcd1bc01ba4a53decf9eef7e58de662d0ccb3b,46
TDM Berhad,TDM,2054,Plantation,Plantation,Same-sector report-qualified replacement,Report evidence completed,TDM Integrated Annual Report 2024,https://www.insage.com.my/Upload/Docs/TDM/TDM%20IAR2024%20080525%202.pdf,140,Not disclosed,Yes,Not disclosed,Not disclosed,1,Parental-leave metrics are disclosed.,Codex report review 2026-09-20,https://www.insage.com.my/Upload/Docs/TDM/TDM%20IAR2024%20080525%202.pdf,17,SRC-136,SOURCE_FILES/SRC_136_TDM_Berhad.pdf,downloaded,ebe24f49e83779196460e2bd77df46e3491a6499ed63be0952aaafe2196ae414,391
Kumpulan Fima Berhad,KFIMA,6491,Plantation,Plantation,Same-sector report-qualified replacement,Report evidence completed,Kumpulan Fima GRI Index 2025,https://fima.com.my/pdf/SR/KFIMA-GRI-Index-2025.pdf,10-11,Not disclosed,Yes,Not disclosed,Not disclosed,1,The index provides parental-leave data.,Codex report review 2026-09-20,https://fima.com.my/pdf/SR/KFIMA-GRI-Index-2025.pdf,18,SRC-137,SOURCE_FILES/SRC_137_Kumpulan_Fima_Berhad.pdf,downloaded,a445c298adbc216a15097a93488871654eedf94137a04f325b704002795fa454,13
MKH Oil Palm (East Kalimantan) Berhad,MKHOP,5319,Plantation,Plantation,Same-sector report-qualified replacement,Report evidence completed,MKH Oil Palm Annual Report 2024,https://www.insage.com.my/BursaNews/Attachment/202501/20250124/MKHOP-AN20250124A1-2.pdf,27,Yes,Yes,Not disclosed,Not disclosed,2,The report discloses a nursing room and parental leave.,Codex report review 2026-09-20,https://www.insage.com.my/BursaNews/Attachment/202501/20250124/MKHOP-AN20250124A1-2.pdf,19,SRC-138,SOURCE_FILES/SRC_138_MKH_Oil_Palm_East_Kalimantan_Berhad.pdf,downloaded,c846f89455e7582fbf93ec2fc5ebc6d945ab35699e142f4a31b236fc21d44187,33
FGV Holdings Berhad,FGV,5222,Plantation,Plantation,Same-sector report-qualified replacement,Report evidence completed,FGV Sustainability Report 2018/2019,https://www.fgvholdings.com/wp-content/uploads/2020/07/FGV-Sustainability-Report-2018-2019.pdf,46,Yes,Yes,Not disclosed,Not disclosed,2,The report discloses parental leave and childbirth-related support.,Codex report review 2026-09-20,https://www.fgvholdings.com/wp-content/uploads/2020/07/FGV-Sustainability-Report-2018-2019.pdf,20,SRC-139,SOURCE_FILES/SRC_139_FGV_Holdings_Berhad.pdf,downloaded,9fa3525128f86deedd504005ef7db18a067b1dc54f1c5b17f6becd3fa3ef2ee9,96
UEM Sunrise Berhad,UEMS,5148,Property,Property,Existing report-qualified evidence,Report evidence completed,UEM Sunrise Integrated Annual Report 2025,https://www.uem.com.my/media/vltfxjnd/uem-sunrise-iar2025.pdf,"154-155, 164-165",Yes,Yes,Yes,Not disclosed,3,nursing rooms | 98 days maternity leave | seven days paternity leave | hybrid policy | flexible schedules | parental leave,Pending second-person QA,https://www.uem.com.my/media/vltfxjnd/uem-sunrise-iar2025.pdf,1,SRC-140,SOURCE_FILES/SRC_140_UEM_Sunrise_Berhad.pdf,downloaded,0394c7df468db4ef66d5cf5670f3b051a7dae0e22f851446564a6b4f0b191c71,217
Eco World Development Group Berhad,ECOWLD,8206,Property,Property,Existing report-qualified evidence,Report evidence completed,Eco World Integrated Annual Report 2025,https://ecoworld.my/wp-content/uploads/2026/02/Eco-World-Integrated-Annual-Report-2025-1.pdf,64,Not disclosed,Yes,Yes,Not disclosed,2,extended maternity leave | parental leave | childcare leave | child adoption leave | staggered working hours,Pending second-person QA,https://ecoworld.my/wp-content/uploads/2026/02/Eco-World-Integrated-Annual-Report-2025-1.pdf,2,SRC-141,SOURCE_FILES/SRC_141_Eco_World_Development_Group_Berhad.pdf,downloaded,5ac66fcd45393d6a144522a6021381654d12bcb5414092d388f360719679cbcd,224
Sime Darby Property Berhad,SIMEPROP,5288,Property,Property,Existing report-qualified evidence,Report evidence completed,Sime Darby Property Sustainability Report 2025,https://www.simedarbyproperty.com/sites/default/files/2026-04/SDP%20SR2025.pdf,"110, 150",Not disclosed,Yes,Yes,Not disclosed,2,flexible working arrangements | eligible start time 7:30 a.m. to 9:30 a.m. | parental leave,Pending second-person QA,https://www.simedarbyproperty.com/sites/default/files/2026-04/SDP%20SR2025.pdf,3,SRC-142,SOURCE_FILES/SRC_142_Sime_Darby_Property_Berhad.pdf,downloaded,f0d2530bbd2ee33a18978e24d0410697ae43c66c8024932ac6792f7a9875ac16,176
IOI Properties Group Berhad,IOIPG,5249,Property,Property,Existing report-qualified evidence,Report evidence completed,IOI Properties Sustainability Report 2025,https://www.ioiproperties.com.my/investors-media/reports,79,Not disclosed,Yes,Not disclosed,Not disclosed,1,98 days maternity leave | seven days paternity leave,Pending second-person QA,https://www.ioiproperties.com.my/investors-media/reports,4,SRC-143,SOURCE_FILES/SRC_143_IOI_Properties_Group_Berhad.pdf,downloaded,5e017e234e08f8aab59836d2e20500781651e089edd0d6c9c0e453016f48b2d0,6
SP Setia Berhad,SPSETIA,8664,Property,Property,Existing report-qualified evidence,Report evidence completed,S P Setia Berhad Integrated Report 2025,https://spsetia.com/wp-content/uploads/2026/04/S_P_Setia_Berhad_IR2025.pdf,220-221 (PDF p.112),Not disclosed,Not disclosed,Yes,Not disclosed,1,Flexible Working Hours | core hours 10.00 a.m. to 5.00 p.m. | Working From Home for specified circumstances or personal issues,Pending second-person QA,https://spsetia.com/wp-content/uploads/2026/04/S_P_Setia_Berhad_IR2025.pdf,5,SRC-144,SOURCE_FILES/SRC_144_SP_Setia_Berhad.pdf,downloaded,c40fb5b8575e65893d05c9c99a2adaeb9cc45d9a2299b60f6e0d3fd067eb150d,245
UOA Development Berhad,UOADEV,5200,Property,Property,Existing report-qualified evidence,Report evidence completed,UOA Development Annual Report 2025,https://www.insage.com.my/ir/cmn/downloading.aspx?sCompanyCode=UOADEV&sFileName=26117000066976&sReportType=AR,50,Not disclosed,Yes,Not disclosed,Not disclosed,1,parental leave | maternity leave | paternity leave,Pending second-person QA,https://www.insage.com.my/ir/cmn/downloading.aspx?sCompanyCode=UOADEV&sFileName=26117000066976&sReportType=AR,6,SRC-145,SOURCE_FILES/SRC_145_UOA_Development_Berhad.pdf,downloaded,6a0155ba8247747ed440f1a7d0a452d87dc37ec51c28c19f0ad9d7d1a672fae5,181
Matrix Concepts Holdings Berhad,MATRIX,5236,Property,Property,New official-report finding,Report evidence completed,Matrix Concepts Sustainability Report 2025,https://www.mchb.com.my/wp-content/uploads/Sustainability-Report-2025.pdf,91,Yes,Yes,Not disclosed,Not disclosed,2,"In FY2025, 20 employees took paternity leave and 39 took maternity leave, with 100% return-to-work rates; benefits also include newborn support and children's school-fee benefits.",Codex report review 2026-09-20,https://www.mchb.com.my/wp-content/uploads/Sustainability-Report-2025.pdf,7,SRC-146,SOURCE_FILES/SRC_146_Matrix_Concepts_Holdings_Berhad.pdf,downloaded,b933dc879c827c6f75ed310cdea9441a434db8c875b5d3d452f747e713ea9c8d,130
Chin Hin Group Property Berhad,CHGP,7187,Property,Property,New official-report finding,Report evidence completed,Chin Hin Group Property Annual Report 2025,https://financialfilings.com/filings/chin-hin-group-property-berhad/annual-report/2026/49092978/,Employee Benefits,Not disclosed,Yes,Not disclosed,Not disclosed,1,CHGP reports parental leave for full-time employees; nine employees used it in FY2025 and the return-to-work rate was 100%.,Codex report review 2026-09-20,https://financialfilings.com/filings/chin-hin-group-property-berhad/annual-report/2026/49092978/,8,SRC-147,SOURCE_FILES/SRC_147_Chin_Hin_Group_Property_Berhad.pdf,downloaded,3f86498ae2fa09e9288661c1aeda48419d66e04b1e93ea3247a9d695fe53ba8b,114
Lagenda Properties Berhad,LAGENDA,7179,Property,Property,New official-report finding,Report evidence completed,Lagenda Properties Annual Report 2025,https://lagendaproperties.com/wp-content/uploads/2026/05/Annual-Report-Year-2025.pdf,84,Not disclosed,Yes,Not disclosed,Not disclosed,1,"In FY2025, 20 maternity and 14 paternity cases were recorded; return-to-work and retention rates were 100% for both men and women.",Codex report review 2026-09-20,https://lagendaproperties.com/wp-content/uploads/2026/05/Annual-Report-Year-2025.pdf,9,SRC-148,SOURCE_FILES/SRC_148_Lagenda_Properties_Berhad.pdf,downloaded,7220fa41338aca1abc0a5b2299bdd1cba927ecb6dd7a9093dce965ed4914e3b1,254
Malaysian Resources Corporation Berhad,MRCB,1651,Property,Property,New official-report finding,Report evidence completed,MRCB Integrated Annual Report 2025,https://iar.mrcb.com.my/downloads/MRCB_IAR25.pdf,Employee Benefits and Welfare Initiatives,Yes,Yes,Yes,Not disclosed,3,MRCB offers maternity/paternity and Family Care Leave plus staggered working hours; 54 employees took parental leave in 2025 and all returned to work.,Codex report review 2026-09-20,https://iar.mrcb.com.my/downloads/MRCB_IAR25.pdf,10,SRC-149,SOURCE_FILES/SRC_149_Malaysian_Resources_Corporation_Berhad.pdf,downloaded,4dd53673ab13f3261723dee58964eba990f487abc245d3d87b6e8df5a4e3bc49,194
Mah Sing Group Berhad,MAHSING,8583,Property,Property,New official-report finding,Report evidence completed,Mah Sing Sustainability Report 2020,https://staging.mahsing.com.my/wp-content/uploads/2022/09/Mah-Sing-Sustainability-Report-2020.pdf,43,Not disclosed,Yes,Not disclosed,Not disclosed,1,Mah Sing provided parental leave to women and men; FY2020 return-to-work rates were 91% for women and 100% for men.,Codex report review 2026-09-20,https://staging.mahsing.com.my/wp-content/uploads/2022/09/Mah-Sing-Sustainability-Report-2020.pdf,11,SRC-150,SOURCE_FILES/SRC_150_Mah_Sing_Group_Berhad.pdf,downloaded,f656c62765a90b392327d26f8305dfd3669202d1a4a49617f0835808d54be095,7
NCT Alliance Berhad,NCT,0056,Property,Property,New official-report finding,Report evidence completed,NCT Alliance Annual Report 2023,https://cdn1.i3investor.com/my/files/st88k/0056_NCT/annual/2023-12-31/0056_NCT_AnnualReport_2023-12-31_NCTAllianceBerhadAnnualReportPartA_189891736.pdf,57,Not disclosed,Yes,Not disclosed,Not disclosed,1,Eight NCT employees used parental leave in FY2023 and all returned to work; six remained employed twelve months later.,Codex report review 2026-09-20,https://cdn1.i3investor.com/my/files/st88k/0056_NCT/annual/2023-12-31/0056_NCT_AnnualReport_2023-12-31_NCTAllianceBerhadAnnualReportPartA_189891736.pdf,12,SRC-151,SOURCE_FILES/SRC_151_NCT_Alliance_Berhad.pdf,downloaded,6f4fec3d6ad801c8c9fe256bb75a7f018ec094004dc308e2acb27374c4164a57,91
Tropicana Corporation Berhad,TROP,5401,Property,Property,Verified report finding,Report evidence completed,Tropicana Annual Report 2024,https://www.insage.com.my/ir/cmn/downloading.aspx?sFileName=25120000062138&sReportType=AR,166,Not disclosed,Yes,Not disclosed,Not disclosed,1,Parental-leave data are disclosed.,Codex report review 2026-09-20,https://www.insage.com.my/ir/cmn/downloading.aspx?sFileName=25120000062138&sReportType=AR,13,SRC-152,SOURCE_FILES/SRC_152_Tropicana_Corporation_Berhad.pdf,downloaded,74fd6d49fec8540119a95a9f1e8ee371eba20b2a9c1366ad17f959928846899c,393
Global Oriental Berhad,GOB,1147,Property,Property,Same-sector report-qualified replacement,Report evidence completed,Global Oriental Annual Report,https://www.insage.com.my/ir/cmn/downloading.aspx?sFileName=198014&sReportType=AR,50,Not disclosed,Yes,Not disclosed,Not disclosed,1,Maternity and paternity leave are disclosed.,Codex report review 2026-09-20,https://www.insage.com.my/ir/cmn/downloading.aspx?sFileName=198014&sReportType=AR,14,SRC-153,SOURCE_FILES/SRC_153_Global_Oriental_Berhad.pdf,downloaded,2b88d4d520731b581477e1b91775ad8dfaf1631210cf71ba5e5baf8009572202,228
YNH Property Berhad,YNHPROP,3158,Property,Property,Same-sector report-qualified replacement,Report evidence completed,YNH Property Annual Report 2024,https://cdn1.i3investor.com/my/files/st88k/3158_YNHPROP/annual/2024-06-30/3158_YNHPROP_AnnualReport_2024-06-30_YNHAR2024_900979787.pdf,30,Not disclosed,Yes,Not disclosed,Not disclosed,1,The report includes parental leave.,Codex report review 2026-09-20,https://cdn1.i3investor.com/my/files/st88k/3158_YNHPROP/annual/2024-06-30/3158_YNHPROP_AnnualReport_2024-06-30_YNHAR2024_900979787.pdf,15,SRC-154,SOURCE_FILES/SRC_154_YNH_Property_Berhad.pdf,downloaded,ef0815fed89aa879e2611d151f7d6521bcec9b5b5129d1bb91d9d975bbb1a36a,186
LBS Bina Group Berhad,LBS,5789,Property,Property,Same-sector report-qualified replacement,Report evidence completed,LBS Integrated Annual Report 2021,https://lbs.com.my/wp-content/uploads/1.-IAR-2021_Full.pdf,123,Not disclosed,Yes,Not disclosed,Not disclosed,1,The report discloses parental leave.,Codex report review 2026-09-20,https://lbs.com.my/wp-content/uploads/1.-IAR-2021_Full.pdf,16,SRC-155,SOURCE_FILES/SRC_155_LBS_Bina_Group_Berhad.pdf,downloaded,510bd4766ced0ef4317b37b56bd4f5df05e696990a50097eaa15585e3dcd253a,365
Paramount Corporation Berhad,PARAMON,1724,Property,Property,Same-sector report-qualified replacement,Report evidence completed,Paramount Sustainability Report 2024,https://www.pcb.my/wp-content/uploads/2025/04/Interactive-PCB-SR-2024-21-Apr.pdf,79,Yes,Yes,Not disclosed,Not disclosed,2,The report discloses nursing facilities and parental leave.,Codex report review 2026-09-20,https://www.pcb.my/wp-content/uploads/2025/04/Interactive-PCB-SR-2024-21-Apr.pdf,17,SRC-156,SOURCE_FILES/SRC_156_Paramount_Corporation_Berhad.pdf,downloaded,4d1600bac24421f69fb1f3eb9349c0180af192028234df2b2a6cc8dc1bc8bb1c,110
Malton Berhad,MALTON,6181,Property,Property,Same-sector report-qualified replacement,Report evidence completed,Malton Annual Report 2024,https://www.insage.com.my/ir/cmn/downloading.aspx?sFileName=23304000054884&sReportType=AR,68-69,Not disclosed,Yes,Not disclosed,Not disclosed,1,Maternity and paternity leave are disclosed.,Codex report review 2026-09-20,https://www.insage.com.my/ir/cmn/downloading.aspx?sFileName=23304000054884&sReportType=AR,18,SRC-157,SOURCE_FILES/SRC_157_Malton_Berhad.pdf,downloaded,f82ec4608ef58dd8c0b24e7c5d82a9000c050944eac5f900ee00f4d9ff0a5414,228
Titijaya Land Berhad,TITIJYA,5239,Property,Property,Same-sector report-qualified replacement,Report evidence completed,Titijaya Annual Report 2022,https://titijayaland.listedcompany.com/misc/Titijaya_AR2022.pdf,Sustainability Statement – Employee Well-Being,Not disclosed,Yes,Not disclosed,Not disclosed,1,The report lists maternity and paternity leave.,Codex report review 2026-09-20,https://titijayaland.listedcompany.com/misc/Titijaya_AR2022.pdf,19,SRC-158,SOURCE_FILES/SRC_158_Titijaya_Land_Berhad.pdf,downloaded,58f5d97163720eb33b66ca8e522313a5bc81abbadd97afeebd57be4f5c3a3101,192
Tambun Indah Land Berhad,TAMBUN,5191,Property,Property,Same-sector report-qualified replacement,Report evidence completed,Tambun Indah Annual Report 2023,https://cdn1.i3investor.com/my/files/st88k/5191_TAMBUN/annual/2023-12-31/5191_TAMBUN_AnnualReport_2023-12-31_TILB_AnnualReport2023_-775651804.pdf,39,Not disclosed,Yes,Not disclosed,Not disclosed,1,Parental leave is disclosed.,Codex report review 2026-09-20,https://cdn1.i3investor.com/my/files/st88k/5191_TAMBUN/annual/2023-12-31/5191_TAMBUN_AnnualReport_2023-12-31_TILB_AnnualReport2023_-775651804.pdf,20,SRC-159,SOURCE_FILES/SRC_159_Tambun_Indah_Land_Berhad.pdf,downloaded,fd7d29c175577357a6e65dc9ef162e927ae294c59c0d0b7a38d9f41e7610fe1b,170
AmanahRaya Real Estate Investment Trust,ARREIT,5127,Real Estate Investment Trusts,Real Estate Investment Trusts,Existing report-qualified evidence,Report evidence completed,AmanahRaya REIT Integrated Annual Report 2025,https://www.insage.com.my/Upload/Docs/ARREIT/ARREIT-IAR%202025.pdf,106,Not disclosed,Yes,Not disclosed,Not disclosed,1,employees entitled to parental leave | employee took and returned from parental leave,Pending second-person QA,https://www.insage.com.my/Upload/Docs/ARREIT/ARREIT-IAR%202025.pdf,1,SRC-160,SOURCE_FILES/SRC_160_AmanahRaya_Real_Estate_Investment_Trust.pdf,downloaded,bc1ff2ce791e863dea10c600e0dfbf4cf065d3df76737136263d51aa8a8325a7,242
KLCC Property Holdings Berhad,KLCC,5235SS,Real Estate Investment Trusts,Real Estate Investment Trusts,New official-report finding,Report evidence completed,KLCCP Stapled Group Sustainability Report 2025,https://www.klcc.com.my/downloads/KLCCP_Stapled_Group_Sustainability_Report_2025.pdf,Parental Leave KPI table,Not disclosed,Yes,Not disclosed,Not disclosed,1,"In 2025, 22 men and 19 women took parental leave; all returned to work, with retention rates of 100% for men and 95% for women.",Codex report review 2026-09-20,https://www.klcc.com.my/downloads/KLCCP_Stapled_Group_Sustainability_Report_2025.pdf,2,SRC-161,SOURCE_FILES/SRC_161_KLCC_Property_Holdings_Berhad.pdf,downloaded,15f365c0a888c522d6ef0d1740d27d2d1c9107c24bbf8506853736fae9d3d77b,111
Sunway Real Estate Investment Trust,SUNREIT,5176,Real Estate Investment Trusts,Real Estate Investment Trusts,New official-report finding,Report evidence completed,Sunway REIT Sustainability Report 2025,https://ir2.chartnexus.com/sunwayreit/docs/ar/sr2025.pdf,82-83,Not disclosed,Not disclosed,Yes,Not disclosed,1,"The Manager offers flexible work options, including staggered working hours, on a needs basis to support work-life integration.",Codex report review 2026-09-20,https://ir2.chartnexus.com/sunwayreit/docs/ar/sr2025.pdf,3,SRC-162,SOURCE_FILES/SRC_162_Sunway_Real_Estate_Investment_Trust.pdf,downloaded,d464423a2075a3bdcc465fac516bb68823ea1574a30013c3b0a2c2e83dd228e7,164
Pavilion Real Estate Investment Trust,PAVREIT,5212,Real Estate Investment Trusts,Real Estate Investment Trusts,New official-report finding,Report evidence completed,Pavilion REIT Integrated Annual Report 2025,https://ir2.chartnexus.com/pavreit/docs/ar/2025.pdf,"152, 174",Not disclosed,Yes,Not disclosed,Not disclosed,1,The Manager provides 98 days of maternity leave and seven days of paid paternity leave; two female employees took parental leave in FY2025.,Codex report review 2026-09-20,https://ir2.chartnexus.com/pavreit/docs/ar/2025.pdf,4,SRC-163,SOURCE_FILES/SRC_163_Pavilion_Real_Estate_Investment_Trust.pdf,downloaded,71b4a74de95b200c2cc1270e2d8ce07dc78036460a4674b53a757daf449ec1ff,319
KIP Real Estate Investment Trust,KIPREIT,5280,Real Estate Investment Trusts,Real Estate Investment Trusts,New official-report finding,Report evidence completed,KIP REIT Sustainability Report FY2025,https://www.kipreit.com.my/wp-content/uploads/2025/10/kipreit2025-sustainability-report.pdf,"178, 193",Not disclosed,Yes,Yes,Not disclosed,2,Six employees took parental leave and all returned; KIP REIT also reports flexible work arrangements and hybrid working options.,Codex report review 2026-09-20,https://www.kipreit.com.my/wp-content/uploads/2025/10/kipreit2025-sustainability-report.pdf,5,SRC-164,SOURCE_FILES/SRC_164_KIP_Real_Estate_Investment_Trust.pdf,downloaded,a6ea1498edec4c5d31efce6007bf0c8b6c53983a7316c7bd16becddb0a2d316a,194
